rh.aparc.a2009s.area	rh_G&S_frontomargin_area	rh_G&S_occipital_inf_area	rh_G&S_paracentral_area	rh_G&S_subcentral_area	rh_G&S_transv_frontopol_area	rh_G&S_cingul-Ant_area	rh_G&S_cingul-Mid-Ant_area	rh_G&S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg&S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet&P_trans_area	rh_S_oc_middle&Lunatus_area	rh_S_oc_sup&transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med&Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0068	753.0	858.0	927.0	1009.0	863.0	2092.0	914.0	1001.0	410.0	216.0	1592.0	681.0	313.0	424.0	2466.0	4308.0	410.0	593.0	1647.0	976.0	1240.0	1588.0	606.0	2068.0	1877.0	1723.0	1579.0	1326.0	1481.0	1734.0	506.0	258.0	270.0	1234.0	421.0	598.0	1463.0	2217.0	216.0	101.0	897.0	2367.0	1269.0	1550.0	1901.0	1014.0	480.0	858.0	1020.0	661.0	312.0	1137.0	1918.0	1723.0	392.0	2324.0	660.0	844.0	576.0	667.0	1098.0	277.0	434.0	1002.0	1495.0	1150.0	2046.0	1040.0	718.0	265.0	874.0	754.0	4253.0	189.0	83124.2	1139525.0	1199092.022668
sub-0069	693.0	951.0	977.0	1246.0	848.0	2371.0	1153.0	1026.0	497.0	199.0	1543.0	1058.0	392.0	530.0	3300.0	4949.0	352.0	656.0	2130.0	1047.0	1215.0	1584.0	853.0	1848.0	2278.0	2098.0	1898.0	1721.0	1681.0	2312.0	650.0	184.0	253.0	1481.0	734.0	537.0	1710.0	2218.0	258.0	170.0	1005.0	1899.0	1234.0	1564.0	2160.0	964.0	367.0	693.0	921.0	815.0	396.0	1680.0	1619.0	2114.0	482.0	2122.0	728.0	917.0	558.0	580.0	1177.0	287.0	631.0	1115.0	1904.0	1054.0	2347.0	1436.0	681.0	291.0	1037.0	954.0	4428.0	256.0	92019.4	1245457.0	1367929.754538
sub-0070	827.0	1112.0	914.0	1249.0	1085.0	2185.0	793.0	984.0	410.0	185.0	1791.0	1000.0	338.0	732.0	3011.0	4800.0	476.0	450.0	2228.0	1099.0	1821.0	1972.0	691.0	2064.0	2459.0	2188.0	2187.0	1647.0	1742.0	2061.0	685.0	225.0	263.0	1373.0	642.0	758.0	1881.0	2309.0	324.0	181.0	1053.0	2765.0	1229.0	1876.0	2036.0	844.0	403.0	767.0	1137.0	560.0	353.0	1548.0	1477.0	1762.0	502.0	2865.0	718.0	1206.0	800.0	789.0	1706.0	415.0	667.0	1077.0	1331.0	902.0	2132.0	1284.0	1057.0	289.0	1133.0	850.0	4323.0	296.0	95295.8	1254884.0	1515870.740779
sub-0071	560.0	771.0	937.0	935.0	571.0	1651.0	704.0	866.0	303.0	211.0	1305.0	845.0	251.0	541.0	2089.0	3841.0	305.0	423.0	1592.0	1040.0	1071.0	1737.0	644.0	1520.0	2084.0	1477.0	1486.0	1254.0	1465.0	1674.0	564.0	103.0	253.0	1346.0	420.0	598.0	1548.0	2124.0	221.0	153.0	917.0	2082.0	1190.0	1350.0	2004.0	832.0	395.0	759.0	882.0	613.0	293.0	1196.0	1113.0	1358.0	118.0	1926.0	683.0	1203.0	592.0	619.0	1280.0	211.0	417.0	828.0	1585.0	595.0	1663.0	1014.0	813.0	241.0	857.0	767.0	4176.0	198.0	76253.6	995751.0	996939.894887
sub-0072	592.0	865.0	1044.0	934.0	683.0	1831.0	753.0	806.0	274.0	172.0	1436.0	927.0	162.0	654.0	2347.0	4495.0	328.0	537.0	1477.0	1067.0	1296.0	1625.0	822.0	1814.0	1831.0	1433.0	1333.0	1252.0	1485.0	1366.0	607.0	123.0	238.0	1166.0	522.0	538.0	1495.0	1968.0	289.0	172.0	875.0	2101.0	1133.0	1339.0	1996.0	744.0	453.0	721.0	862.0	602.0	232.0	1412.0	1142.0	1854.0	451.0	1972.0	540.0	791.0	480.0	682.0	1267.0	336.0	510.0	831.0	1530.0	626.0	1454.0	1160.0	726.0	313.0	649.0	827.0	3862.0	154.0	77392.5	1064176.0	1209159.270659
sub-0073	683.0	836.0	834.0	788.0	740.0	2176.0	953.0	800.0	411.0	168.0	1428.0	986.0	375.0	671.0	2435.0	4167.0	430.0	474.0	1547.0	1027.0	1472.0	1388.0	656.0	2002.0	2088.0	1521.0	1527.0	1588.0	1397.0	1757.0	622.0	352.0	314.0	1219.0	564.0	526.0	1643.0	1931.0	212.0	124.0	837.0	2027.0	1154.0	1533.0	1912.0	767.0	460.0	897.0	915.0	602.0	449.0	1220.0	1295.0	1303.0	217.0	2143.0	365.0	1191.0	528.0	893.0	1576.0	426.0	533.0	1068.0	1174.0	782.0	1858.0	1027.0	658.0	119.0	838.0	829.0	4510.0	187.0	81122.4	1066774.0	1181125.577119
sub-0074	604.0	959.0	1058.0	1439.0	1027.0	2886.0	1369.0	1336.0	386.0	284.0	1795.0	1190.0	287.0	966.0	3521.0	5645.0	888.0	478.0	1964.0	1425.0	1592.0	2276.0	1001.0	2302.0	2504.0	2421.0	1968.0	1471.0	1927.0	1882.0	687.0	223.0	298.0	1424.0	592.0	727.0	1676.0	2553.0	295.0	221.0	1162.0	2844.0	1419.0	2177.0	1894.0	1109.0	369.0	952.0	1053.0	938.0	402.0	1881.0	2144.0	2555.0	408.0	2931.0	831.0	1256.0	466.0	956.0	1743.0	398.0	645.0	1315.0	1793.0	831.0	2033.0	1524.0	939.0	295.0	1250.0	1139.0	5349.0	314.0	104861.0	1419259.0	1927938.576503
sub-0075	667.0	783.0	912.0	905.0	782.0	2053.0	777.0	810.0	355.0	177.0	1424.0	949.0	407.0	766.0	2621.0	4044.0	532.0	470.0	1421.0	960.0	1063.0	1746.0	830.0	1705.0	2200.0	1475.0	1882.0	1314.0	1611.0	1773.0	556.0	216.0	306.0	1138.0	524.0	353.0	1644.0	1955.0	264.0	179.0	789.0	1987.0	1057.0	1295.0	1983.0	875.0	439.0	762.0	997.0	844.0	231.0	1837.0	1287.0	1681.0	293.0	3115.0	441.0	975.0	430.0	647.0	1093.0	478.0	553.0	1021.0	1372.0	861.0	1628.0	1152.0	864.0	268.0	1009.0	848.0	4149.0	187.0	81990.6	1114210.0	1218916.034824
sub-0076	590.0	767.0	846.0	775.0	1012.0	1731.0	863.0	877.0	296.0	142.0	1216.0	785.0	243.0	602.0	2145.0	3764.0	332.0	350.0	1480.0	946.0	1102.0	1556.0	626.0	1565.0	2154.0	1801.0	1877.0	1282.0	1393.0	1781.0	531.0	332.0	206.0	1104.0	527.0	469.0	1603.0	1810.0	213.0	246.0	794.0	1859.0	1081.0	1229.0	1775.0	681.0	328.0	606.0	794.0	556.0	243.0	1272.0	1453.0	1737.0	230.0	2260.0	624.0	863.0	385.0	606.0	1270.0	287.0	393.0	851.0	1535.0	875.0	1819.0	963.0	897.0	135.0	769.0	821.0	4024.0	161.0	76115.1	1002432.0	1163608.460349
sub-0077	445.0	491.0	855.0	903.0	547.0	1665.0	791.0	848.0	367.0	201.0	1317.0	1045.0	268.0	446.0	2078.0	3978.0	382.0	348.0	1154.0	1074.0	920.0	1775.0	850.0	1612.0	1646.0	1595.0	1293.0	1105.0	1607.0	1410.0	493.0	127.0	218.0	1069.0	611.0	508.0	1283.0	1405.0	208.0	83.0	925.0	1766.0	1007.0	1501.0	1680.0	744.0	262.0	640.0	857.0	604.0	215.0	994.0	1054.0	1316.0	125.0	1686.0	501.0	833.0	244.0	607.0	959.0	218.0	490.0	832.0	1460.0	783.0	1581.0	855.0	1036.0	193.0	516.0	482.0	3235.0	196.0	69414.7	936290.0	1043849.929213
sub-0078	747.0	1071.0	1057.0	1122.0	954.0	2626.0	1357.0	1213.0	451.0	236.0	1778.0	1092.0	227.0	697.0	3621.0	4574.0	463.0	656.0	2234.0	1315.0	1535.0	2090.0	775.0	1974.0	1852.0	2455.0	1741.0	1519.0	1764.0	2051.0	555.0	149.0	243.0	1554.0	601.0	640.0	1972.0	2299.0	309.0	149.0	1112.0	2433.0	1216.0	1377.0	2262.0	1094.0	507.0	846.0	1113.0	701.0	355.0	1828.0	2193.0	2013.0	377.0	2545.0	751.0	1139.0	705.0	1091.0	1530.0	403.0	529.0	992.0	2074.0	879.0	1983.0	1215.0	773.0	271.0	1222.0	1101.0	4039.0	197.0	96586.1	1280371.0	1371254.112672
sub-0079	725.0	778.0	915.0	1220.0	966.0	2259.0	1124.0	1156.0	367.0	206.0	1517.0	1000.0	295.0	538.0	3086.0	4853.0	504.0	454.0	1537.0	974.0	1435.0	1837.0	1017.0	1892.0	2661.0	1662.0	1634.0	1276.0	1930.0	1321.0	528.0	371.0	310.0	1330.0	537.0	681.0	1803.0	2062.0	278.0	93.0	1030.0	2293.0	1227.0	1723.0	2068.0	962.0	480.0	1094.0	1036.0	827.0	267.0	1435.0	1849.0	2518.0	473.0	2297.0	685.0	870.0	587.0	1057.0	1444.0	311.0	563.0	1032.0	1428.0	1130.0	1656.0	1467.0	840.0	191.0	728.0	814.0	4525.0	151.0	90189.5	1172908.0	1637643.055556
sub-0080	560.0	809.0	835.0	864.0	801.0	1852.0	798.0	837.0	429.0	261.0	1613.0	942.0	380.0	572.0	2020.0	4452.0	385.0	470.0	1481.0	1138.0	1102.0	2299.0	797.0	1775.0	1500.0	1468.0	1795.0	1285.0	1541.0	1784.0	588.0	132.0	269.0	1190.0	652.0	421.0	1593.0	1703.0	230.0	178.0	859.0	2792.0	1262.0	1752.0	1684.0	778.0	530.0	717.0	934.0	705.0	391.0	1215.0	1228.0	1225.0	202.0	1967.0	735.0	935.0	433.0	627.0	1314.0	356.0	497.0	948.0	1215.0	856.0	1772.0	1096.0	736.0	266.0	994.0	840.0	3533.0	195.0	79393.7	1069233.0	1021638.247173
sub-0081	756.0	1008.0	1039.0	1159.0	1084.0	2798.0	1430.0	1399.0	380.0	195.0	1545.0	884.0	272.0	678.0	3719.0	5650.0	372.0	562.0	1804.0	1315.0	1687.0	1391.0	634.0	2188.0	2641.0	1763.0	1820.0	1676.0	2120.0	1864.0	656.0	202.0	257.0	1234.0	673.0	568.0	2208.0	2366.0	286.0	241.0	913.0	2343.0	1585.0	1441.0	2530.0	1004.0	362.0	848.0	941.0	671.0	330.0	1533.0	2058.0	2329.0	233.0	2959.0	952.0	1176.0	474.0	690.0	1730.0	269.0	583.0	1210.0	1682.0	1226.0	2038.0	1543.0	1093.0	88.0	995.0	1031.0	4795.0	225.0	98408.2	1291807.0	1710182.396507
sub-0082	766.0	893.0	967.0	1048.0	783.0	2038.0	1041.0	1000.0	349.0	166.0	1457.0	768.0	447.0	643.0	2544.0	4855.0	381.0	511.0	1622.0	1027.0	1274.0	2090.0	695.0	1853.0	1911.0	1529.0	1445.0	1547.0	2096.0	1748.0	598.0	102.0	260.0	1222.0	472.0	493.0	1758.0	1980.0	281.0	163.0	821.0	2233.0	1288.0	1459.0	2298.0	822.0	318.0	712.0	953.0	682.0	228.0	1225.0	1388.0	1316.0	263.0	1881.0	596.0	873.0	617.0	533.0	1352.0	267.0	505.0	897.0	1644.0	988.0	1719.0	1453.0	901.0	209.0	831.0	785.0	4060.0	181.0	83124.2	1106903.0	1148265.338819
sub-0083	793.0	865.0	1163.0	917.0	938.0	2012.0	958.0	1085.0	376.0	213.0	1753.0	1027.0	283.0	683.0	3243.0	4195.0	622.0	433.0	1498.0	1102.0	1297.0	2136.0	874.0	2068.0	1975.0	1750.0	2015.0	1182.0	1529.0	2219.0	594.0	392.0	321.0	1228.0	574.0	495.0	1533.0	1892.0	329.0	88.0	977.0	2638.0	1241.0	1818.0	1859.0	1084.0	419.0	739.0	945.0	761.0	310.0	1544.0	1804.0	1974.0	273.0	2924.0	881.0	954.0	362.0	762.0	1365.0	350.0	575.0	1040.0	1626.0	1053.0	1837.0	952.0	902.0	278.0	910.0	767.0	3901.0	303.0	88780.2	1140331.0	1661525.000806
sub-0084	589.0	821.0	1037.0	872.0	677.0	2029.0	1026.0	1046.0	376.0	200.0	1475.0	925.0	314.0	672.0	2508.0	4864.0	345.0	463.0	1292.0	1125.0	1233.0	2014.0	904.0	2139.0	2139.0	1581.0	2098.0	1216.0	1701.0	1797.0	579.0	483.0	257.0	1251.0	517.0	662.0	2047.0	1932.0	227.0	200.0	814.0	2140.0	1270.0	1721.0	1859.0	967.0	508.0	754.0	958.0	912.0	305.0	1549.0	1352.0	2209.0	171.0	2063.0	517.0	1061.0	389.0	668.0	1191.0	402.0	535.0	915.0	1573.0	872.0	1406.0	1261.0	1230.0	384.0	765.0	936.0	4177.0	241.0	85705.0	1093990.0	1164053.056737
sub-0085	468.0	908.0	833.0	800.0	608.0	1662.0	705.0	800.0	268.0	217.0	1482.0	910.0	302.0	530.0	2310.0	3723.0	459.0	384.0	1737.0	1110.0	1220.0	1938.0	749.0	1626.0	1974.0	1400.0	1653.0	1219.0	1471.0	1590.0	479.0	90.0	220.0	1154.0	338.0	434.0	1381.0	1803.0	187.0	121.0	861.0	2548.0	981.0	1382.0	1712.0	725.0	372.0	660.0	829.0	586.0	315.0	1321.0	1267.0	1785.0	210.0	1897.0	882.0	994.0	377.0	660.0	1278.0	265.0	504.0	761.0	1699.0	587.0	1535.0	912.0	1008.0	92.0	698.0	573.0	3768.0	238.0	75541.8	985381.0	1083882.108839
sub-0086	765.0	974.0	1008.0	1241.0	891.0	2702.0	1198.0	1300.0	554.0	218.0	1743.0	1111.0	346.0	824.0	4065.0	5273.0	463.0	783.0	2046.0	1268.0	1590.0	2810.0	858.0	2403.0	2680.0	2251.0	2147.0	1567.0	1730.0	2221.0	722.0	313.0	365.0	1478.0	643.0	814.0	2038.0	2536.0	274.0	232.0	1074.0	2769.0	1527.0	1931.0	1877.0	1012.0	648.0	833.0	1131.0	700.0	487.0	1933.0	2310.0	2577.0	484.0	3229.0	884.0	1156.0	533.0	933.0	1798.0	392.0	659.0	1263.0	1773.0	1110.0	2298.0	1413.0	1022.0	270.0	948.0	1030.0	5423.0	325.0	106190.0	1427692.0	1704665.753909
sub-0087	525.0	832.0	935.0	919.0	733.0	2084.0	1080.0	1053.0	444.0	208.0	1342.0	640.0	267.0	492.0	2417.0	4607.0	375.0	522.0	1399.0	782.0	1190.0	1865.0	767.0	1849.0	1996.0	1535.0	1613.0	1284.0	1577.0	1780.0	504.0	151.0	295.0	1235.0	730.0	502.0	1734.0	1875.0	278.0	155.0	991.0	1965.0	1160.0	1257.0	1816.0	998.0	481.0	794.0	972.0	584.0	275.0	1111.0	1608.0	1943.0	383.0	2259.0	600.0	854.0	503.0	521.0	1327.0	390.0	464.0	974.0	1611.0	775.0	1696.0	1120.0	802.0	281.0	586.0	976.0	3895.0	224.0	80766.3	1138450.0	1481056.243554
sub-0088	660.0	939.0	925.0	1141.0	832.0	1856.0	1023.0	950.0	385.0	247.0	1908.0	915.0	320.0	576.0	2998.0	4512.0	401.0	328.0	1682.0	1411.0	1204.0	1992.0	748.0	1848.0	1600.0	2180.0	1522.0	1599.0	1406.0	1546.0	516.0	380.0	216.0	1280.0	743.0	593.0	1451.0	2078.0	262.0	139.0	1077.0	2873.0	1181.0	1642.0	1836.0	968.0	312.0	776.0	982.0	501.0	501.0	1260.0	1857.0	1682.0	302.0	2317.0	830.0	1073.0	573.0	666.0	1637.0	301.0	556.0	801.0	1924.0	1053.0	1592.0	1234.0	905.0	198.0	748.0	735.0	3921.0	248.0	86375.9	1127888.0	1625399.111629
sub-0089	602.0	835.0	964.0	871.0	814.0	2050.0	945.0	1051.0	385.0	163.0	1659.0	1143.0	337.0	766.0	2632.0	4488.0	379.0	396.0	1644.0	1197.0	1087.0	2306.0	786.0	1831.0	2517.0	1566.0	1923.0	1326.0	1597.0	1743.0	584.0	259.0	281.0	1418.0	458.0	674.0	1524.0	2103.0	318.0	272.0	900.0	2451.0	1378.0	1324.0	1782.0	929.0	361.0	833.0	872.0	741.0	355.0	1571.0	1498.0	1815.0	401.0	2054.0	603.0	1078.0	363.0	464.0	1485.0	162.0	571.0	851.0	1552.0	861.0	1588.0	1275.0	820.0	46.0	528.0	956.0	4307.0	160.0	84832.2	1117611.0	1172460.842737
sub-0090	678.0	974.0	1096.0	1139.0	761.0	2086.0	898.0	996.0	303.0	214.0	1503.0	852.0	321.0	534.0	3101.0	4374.0	339.0	426.0	1570.0	1006.0	1466.0	1485.0	922.0	1676.0	2188.0	1750.0	1714.0	1476.0	1652.0	1878.0	565.0	90.0	352.0	1262.0	488.0	581.0	1628.0	1840.0	267.0	164.0	996.0	2224.0	1055.0	1551.0	2059.0	1009.0	429.0	817.0	842.0	727.0	303.0	1270.0	1547.0	1822.0	217.0	2254.0	672.0	860.0	584.0	757.0	1435.0	365.0	490.0	939.0	1296.0	832.0	1720.0	1096.0	987.0	184.0	763.0	924.0	4116.0	275.0	84033.5	1069848.0	1417359.174652
sub-0091	585.0	990.0	995.0	849.0	745.0	1835.0	850.0	1047.0	337.0	198.0	1671.0	791.0	290.0	544.0	2351.0	3975.0	321.0	460.0	1664.0	1274.0	1125.0	1656.0	747.0	1657.0	1835.0	1495.0	1522.0	1027.0	1454.0	1458.0	530.0	178.0	250.0	1141.0	498.0	516.0	1338.0	1896.0	165.0	124.0	825.0	2404.0	1157.0	1555.0	1614.0	939.0	324.0	707.0	792.0	592.0	339.0	1144.0	1333.0	1364.0	174.0	2410.0	690.0	865.0	766.0	512.0	1183.0	330.0	448.0	932.0	1284.0	804.0	1275.0	992.0	646.0	242.0	689.0	632.0	3805.0	217.0	76369.8	1023227.0	1187784.738248
sub-0092	601.0	992.0	871.0	911.0	738.0	1682.0	925.0	1033.0	310.0	212.0	1237.0	844.0	204.0	618.0	2457.0	4813.0	338.0	425.0	1454.0	672.0	1244.0	1791.0	864.0	1481.0	1848.0	1673.0	1255.0	1118.0	1636.0	1468.0	547.0	332.0	253.0	1098.0	473.0	735.0	1133.0	2105.0	248.0	205.0	970.0	2379.0	1100.0	1619.0	1851.0	846.0	329.0	685.0	910.0	751.0	290.0	1292.0	1736.0	2125.0	106.0	2099.0	635.0	645.0	552.0	454.0	1061.0	201.0	577.0	791.0	1429.0	851.0	1613.0	1004.0	864.0	247.0	715.0	803.0	3752.0	196.0	78320.8	1049850.0	1067975.377756
sub-0093	640.0	1167.0	862.0	1153.0	845.0	2375.0	1023.0	1060.0	457.0	202.0	1308.0	1119.0	279.0	783.0	2800.0	4847.0	406.0	561.0	1837.0	1109.0	1141.0	1998.0	1103.0	2095.0	2206.0	2021.0	1963.0	1372.0	1831.0	2050.0	605.0	259.0	404.0	1450.0	702.0	742.0	1778.0	2116.0	443.0	206.0	1129.0	2310.0	1154.0	1498.0	1999.0	951.0	547.0	786.0	1031.0	866.0	363.0	1791.0	1851.0	2055.0	187.0	2555.0	570.0	1045.0	624.0	769.0	1584.0	388.0	565.0	946.0	1233.0	1104.0	1586.0	1211.0	1059.0	258.0	1237.0	927.0	4588.0	246.0	92331.7	1289088.0	1474786.699803
sub-0094	423.0	681.0	846.0	825.0	733.0	1486.0	726.0	827.0	284.0	173.0	1202.0	805.0	165.0	600.0	2023.0	3644.0	414.0	391.0	1350.0	874.0	774.0	1744.0	656.0	1559.0	1307.0	1367.0	1376.0	1110.0	1352.0	1382.0	553.0	378.0	230.0	964.0	428.0	464.0	1085.0	1517.0	154.0	123.0	782.0	1894.0	1052.0	1130.0	1573.0	815.0	307.0	677.0	745.0	465.0	296.0	1073.0	1173.0	1600.0	282.0	2243.0	524.0	894.0	491.0	306.0	941.0	238.0	543.0	733.0	1178.0	684.0	1477.0	1198.0	780.0	138.0	619.0	537.0	3144.0	108.0	67639.2	907740.0	936210.537003
sub-0095	652.0	882.0	947.0	1063.0	813.0	2238.0	886.0	963.0	386.0	192.0	1305.0	881.0	270.0	822.0	2779.0	4355.0	368.0	456.0	1281.0	1137.0	1251.0	1922.0	571.0	1821.0	2333.0	1823.0	1447.0	1230.0	1765.0	1361.0	554.0	154.0	263.0	1289.0	438.0	519.0	1722.0	1978.0	304.0	159.0	908.0	2231.0	1087.0	1412.0	1914.0	968.0	354.0	662.0	928.0	503.0	256.0	1400.0	1546.0	1594.0	356.0	3039.0	627.0	999.0	359.0	656.0	1457.0	447.0	520.0	1037.0	1179.0	927.0	1736.0	1204.0	1198.0	255.0	832.0	821.0	4093.0	199.0	83288.9	1124391.0	1346371.926449
sub-0096	763.0	946.0	1043.0	904.0	843.0	2247.0	813.0	828.0	400.0	203.0	1554.0	903.0	375.0	472.0	2891.0	4691.0	392.0	502.0	1382.0	1031.0	1142.0	1508.0	836.0	1883.0	2190.0	1803.0	1886.0	1475.0	1664.0	1903.0	634.0	295.0	231.0	1379.0	609.0	601.0	1659.0	2136.0	267.0	145.0	900.0	2433.0	1407.0	1299.0	2004.0	909.0	338.0	805.0	1007.0	732.0	306.0	1449.0	1514.0	1735.0	430.0	2913.0	552.0	929.0	488.0	520.0	1451.0	248.0	763.0	996.0	1362.0	923.0	1986.0	1218.0	829.0	345.0	808.0	1088.0	4097.0	230.0	86446.3	1222803.0	1317955.655575
sub-0097	438.0	867.0	829.0	873.0	536.0	1645.0	838.0	851.0	366.0	184.0	1221.0	789.0	277.0	595.0	1891.0	3701.0	443.0	330.0	1263.0	929.0	941.0	1801.0	714.0	1577.0	1646.0	1141.0	1675.0	1063.0	1661.0	1490.0	530.0	56.0	236.0	1274.0	402.0	545.0	1392.0	1536.0	240.0	174.0	907.0	1915.0	1093.0	1153.0	1782.0	783.0	319.0	772.0	848.0	811.0	313.0	1208.0	963.0	1352.0	152.0	1956.0	621.0	864.0	441.0	566.0	1067.0	279.0	502.0	727.0	1277.0	795.0	1280.0	1136.0	1006.0	201.0	684.0	823.0	3714.0	168.0	71436.5	1005045.0	1006585.32031
sub-0098	600.0	920.0	921.0	1031.0	839.0	1959.0	955.0	1068.0	353.0	154.0	1535.0	843.0	274.0	530.0	2439.0	4173.0	361.0	372.0	1773.0	1161.0	1370.0	1629.0	1230.0	1565.0	1762.0	1961.0	1863.0	1333.0	1550.0	1873.0	520.0	130.0	234.0	1078.0	537.0	574.0	1843.0	2072.0	240.0	195.0	889.0	2157.0	1222.0	1396.0	2093.0	982.0	355.0	716.0	764.0	862.0	506.0	1154.0	1560.0	2003.0	339.0	2406.0	578.0	1145.0	636.0	850.0	1313.0	275.0	472.0	858.0	1627.0	966.0	2131.0	1067.0	828.0	152.0	888.0	1046.0	4054.0	177.0	84284.3	1107007.0	1176840.903136
sub-0099	614.0	914.0	1020.0	1267.0	858.0	2462.0	1258.0	1146.0	363.0	200.0	1552.0	1050.0	315.0	610.0	3430.0	4702.0	413.0	360.0	1767.0	1013.0	1118.0	2193.0	839.0	2099.0	2189.0	1936.0	1957.0	1437.0	1824.0	1863.0	679.0	456.0	305.0	1265.0	626.0	554.0	1589.0	2300.0	207.0	223.0	966.0	2189.0	1066.0	1578.0	1903.0	867.0	401.0	759.0	900.0	608.0	430.0	1750.0	1468.0	2434.0	154.0	2635.0	558.0	906.0	720.0	784.0	1366.0	319.0	543.0	1034.0	1590.0	1167.0	2087.0	1539.0	1054.0	367.0	877.0	966.0	5203.0	202.0	92364.2	1203087.0	1242379.625489
sub-0100	579.0	818.0	955.0	1069.0	678.0	2058.0	868.0	1101.0	350.0	184.0	1213.0	873.0	277.0	588.0	3243.0	4155.0	354.0	336.0	1818.0	1142.0	1345.0	1984.0	923.0	1713.0	2582.0	1985.0	1436.0	1461.0	1548.0	1727.0	563.0	143.0	260.0	1212.0	693.0	635.0	1713.0	2001.0	238.0	74.0	950.0	1795.0	1203.0	1398.0	2150.0	863.0	325.0	677.0	928.0	874.0	273.0	1547.0	1477.0	1766.0	490.0	2429.0	448.0	1109.0	564.0	626.0	1197.0	340.0	556.0	805.0	1128.0	814.0	1677.0	1365.0	707.0	91.0	915.0	868.0	4069.0	145.0	83464.0	1045851.0	1216651.688087
sub-0101	468.0	671.0	878.0	957.0	771.0	1964.0	910.0	847.0	271.0	171.0	1124.0	786.0	246.0	556.0	2142.0	4367.0	445.0	457.0	1464.0	920.0	1072.0	1648.0	1126.0	1630.0	1505.0	2005.0	1957.0	1307.0	1474.0	1723.0	571.0	114.0	258.0	1003.0	453.0	505.0	1513.0	1744.0	170.0	180.0	980.0	2031.0	1046.0	1091.0	1928.0	802.0	360.0	671.0	811.0	866.0	286.0	1322.0	1414.0	1740.0	313.0	2463.0	685.0	891.0	424.0	673.0	1173.0	258.0	456.0	853.0	1073.0	584.0	1888.0	1105.0	836.0	265.0	674.0	795.0	3655.0	191.0	76975.8	1058038.0	1196463.47549
sub-0102	621.0	794.0	905.0	853.0	895.0	1855.0	895.0	965.0	336.0	163.0	1360.0	815.0	264.0	559.0	2793.0	4205.0	445.0	351.0	1300.0	954.0	1007.0	1788.0	763.0	1778.0	1993.0	1431.0	1347.0	1240.0	1440.0	1495.0	549.0	83.0	191.0	1104.0	504.0	497.0	1326.0	1778.0	196.0	141.0	787.0	1884.0	1031.0	1158.0	1966.0	807.0	430.0	663.0	818.0	631.0	236.0	1341.0	1338.0	1438.0	152.0	1780.0	337.0	907.0	459.0	614.0	1218.0	318.0	439.0	831.0	1516.0	642.0	1307.0	998.0	703.0	186.0	661.0	846.0	3682.0	147.0	74254.9	1009785.0	1113051.711489
sub-0103	638.0	912.0	1136.0	1111.0	750.0	1835.0	1008.0	1105.0	331.0	173.0	1671.0	974.0	248.0	707.0	3223.0	4599.0	377.0	672.0	1830.0	1136.0	1201.0	1993.0	773.0	1642.0	2097.0	2532.0	2148.0	1607.0	1662.0	2159.0	524.0	348.0	245.0	1434.0	454.0	776.0	1803.0	2053.0	174.0	107.0	1042.0	2446.0	1288.0	1470.0	2251.0	1096.0	401.0	877.0	1038.0	885.0	262.0	1495.0	1366.0	1992.0	282.0	2551.0	692.0	1128.0	574.0	609.0	1236.0	364.0	509.0	885.0	1308.0	784.0	1989.0	1071.0	976.0	242.0	920.0	976.0	3764.0	239.0	89176.8	1189710.0	1457519.582271
