lh.aparc.a2009s.volume	lh_G&S_frontomargin_volume	lh_G&S_occipital_inf_volume	lh_G&S_paracentral_volume	lh_G&S_subcentral_volume	lh_G&S_transv_frontopol_volume	lh_G&S_cingul-Ant_volume	lh_G&S_cingul-Mid-Ant_volume	lh_G&S_cingul-Mid-Post_volume	lh_G_cingul-Post-dorsal_volume	lh_G_cingul-Post-ventral_volume	lh_G_cuneus_volume	lh_G_front_inf-Opercular_volume	lh_G_front_inf-Orbital_volume	lh_G_front_inf-Triangul_volume	lh_G_front_middle_volume	lh_G_front_sup_volume	lh_G_Ins_lg&S_cent_ins_volume	lh_G_insular_short_volume	lh_G_occipital_middle_volume	lh_G_occipital_sup_volume	lh_G_oc-temp_lat-fusifor_volume	lh_G_oc-temp_med-Lingual_volume	lh_G_oc-temp_med-Parahip_volume	lh_G_orbital_volume	lh_G_pariet_inf-Angular_volume	lh_G_pariet_inf-Supramar_volume	lh_G_parietal_sup_volume	lh_G_postcentral_volume	lh_G_precentral_volume	lh_G_precuneus_volume	lh_G_rectus_volume	lh_G_subcallosal_volume	lh_G_temp_sup-G_T_transv_volume	lh_G_temp_sup-Lateral_volume	lh_G_temp_sup-Plan_polar_volume	lh_G_temp_sup-Plan_tempo_volume	lh_G_temporal_inf_volume	lh_G_temporal_middle_volume	lh_Lat_Fis-ant-Horizont_volume	lh_Lat_Fis-ant-Vertical_volume	lh_Lat_Fis-post_volume	lh_Pole_occipital_volume	lh_Pole_temporal_volume	lh_S_calcarine_volume	lh_S_central_volume	lh_S_cingul-Marginalis_volume	lh_S_circular_insula_ant_volume	lh_S_circular_insula_inf_volume	lh_S_circular_insula_sup_volume	lh_S_collat_transv_ant_volume	lh_S_collat_transv_post_volume	lh_S_front_inf_volume	lh_S_front_middle_volume	lh_S_front_sup_volume	lh_S_interm_prim-Jensen_volume	lh_S_intrapariet&P_trans_volume	lh_S_oc_middle&Lunatus_volume	lh_S_oc_sup&transversal_volume	lh_S_occipital_ant_volume	lh_S_oc-temp_lat_volume	lh_S_oc-temp_med&Lingual_volume	lh_S_orbital_lateral_volume	lh_S_orbital_med-olfact_volume	lh_S_orbital-H_Shaped_volume	lh_S_parieto_occipital_volume	lh_S_pericallosal_volume	lh_S_postcentral_volume	lh_S_precentral-inf-part_volume	lh_S_precentral-sup-part_volume	lh_S_suborbital_volume	lh_S_subparietal_volume	lh_S_temporal_inf_volume	lh_S_temporal_sup_volume	lh_S_temporal_transverse_volume	BrainSegVolNotVent	eTIV
sub-0064	2066.0	2771.0	2818.0	3462.0	1566.0	5193.0	2466.0	2057.0	1492.0	705.0	3158.0	3070.0	1341.0	2062.0	8757.0	17844.0	1692.0	2084.0	4084.0	2442.0	4169.0	5042.0	3823.0	5734.0	6164.0	6181.0	5231.0	5110.0	6722.0	6493.0	2482.0	771.0	909.0	6294.0	1735.0	1855.0	6961.0	6173.0	323.0	494.0	1462.0	3726.0	5352.0	3115.0	4445.0	1250.0	653.0	2581.0	2373.0	1604.0	540.0	3207.0	1630.0	4709.0	258.0	3961.0	1319.0	1820.0	894.0	1238.0	3574.0	600.0	1008.0	2333.0	2526.0	1054.0	4108.0	2704.0	2155.0	944.0	1688.0	2471.0	9906.0	680.0	1130362.0	1288546.246772
sub-0065	1821.0	3860.0	3242.0	2984.0	1683.0	4126.0	2065.0	2132.0	2027.0	854.0	2766.0	3353.0	813.0	2318.0	10527.0	18745.0	1599.0	2566.0	5066.0	2783.0	5487.0	5506.0	3385.0	5933.0	5720.0	6528.0	4756.0	3797.0	5889.0	6237.0	2031.0	1651.0	1035.0	4378.0	1806.0	2323.0	7185.0	8062.0	402.0	513.0	1732.0	3324.0	5668.0	2893.0	3830.0	1534.0	865.0	1991.0	2511.0	1399.0	830.0	3005.0	1442.0	4301.0	349.0	3502.0	1466.0	1968.0	940.0	2125.0	3339.0	670.0	984.0	2202.0	2876.0	1041.0	3840.0	2413.0	1996.0	1160.0	1882.0	2291.0	9389.0	474.0	1171889.0	1323655.107233
sub-0066	2601.0	4877.0	3049.0	4380.0	2012.0	6255.0	3703.0	4021.0	2317.0	1039.0	3982.0	4209.0	1468.0	3235.0	11940.0	22779.0	1718.0	2757.0	7006.0	3859.0	4999.0	4935.0	6465.0	7413.0	6040.0	8978.0	5488.0	4019.0	6528.0	6985.0	2961.0	1517.0	1387.0	7456.0	2350.0	2845.0	7480.0	7534.0	474.0	584.0	1938.0	3684.0	4971.0	3881.0	3817.0	1760.0	989.0	2980.0	2852.0	1874.0	1090.0	3966.0	2747.0	7013.0	286.0	3284.0	2314.0	2960.0	839.0	2094.0	5563.0	476.0	1150.0	3167.0	4081.0	2175.0	4430.0	3425.0	2192.0	1743.0	2058.0	1844.0	12052.0	789.0	1290488.0	1727795.132291
sub-0067	2113.0	2705.0	2856.0	2873.0	1679.0	5345.0	2579.0	2303.0	1893.0	600.0	3477.0	3049.0	1173.0	2539.0	11408.0	17771.0	1934.0	2495.0	5166.0	2614.0	4750.0	5658.0	3029.0	6116.0	6733.0	7800.0	6508.0	3458.0	5621.0	5742.0	2559.0	1857.0	884.0	6105.0	2145.0	1786.0	7289.0	8098.0	384.0	466.0	1381.0	2851.0	5175.0	2832.0	3469.0	1544.0	794.0	2281.0	2440.0	1571.0	757.0	3222.0	2475.0	5087.0	880.0	5337.0	1587.0	1846.0	1381.0	1399.0	3589.0	467.0	1097.0	2466.0	2989.0	1542.0	4610.0	1989.0	1966.0	1029.0	1439.0	2547.0	9337.0	462.0	1162188.0	1386454.233187
sub-0068	2315.0	3225.0	3366.0	3073.0	1601.0	4756.0	2232.0	2369.0	1819.0	771.0	2982.0	3450.0	1241.0	2410.0	10625.0	19294.0	1684.0	2797.0	4100.0	2451.0	4429.0	5292.0	2767.0	7058.0	6679.0	6554.0	5268.0	3985.0	5730.0	5990.0	2910.0	937.0	1087.0	5595.0	1886.0	1946.0	5766.0	7201.0	295.0	407.0	1383.0	3008.0	5659.0	2637.0	3754.0	1755.0	1009.0	2484.0	2714.0	1505.0	608.0	2961.0	1885.0	4563.0	852.0	3937.0	1194.0	2600.0	1007.0	1171.0	3435.0	502.0	952.0	2574.0	2787.0	1089.0	5074.0	2222.0	1869.0	1055.0	1590.0	2948.0	9494.0	750.0	1139525.0	1199092.022668
sub-0069	2217.0	2569.0	3351.0	4021.0	1664.0	5918.0	2849.0	2917.0	1986.0	449.0	2610.0	3596.0	1109.0	2738.0	10992.0	20357.0	1773.0	2921.0	5359.0	2214.0	5289.0	4169.0	4268.0	6290.0	7168.0	8500.0	7370.0	4135.0	5381.0	7125.0	2599.0	1660.0	1207.0	6563.0	2552.0	2320.0	7315.0	7295.0	595.0	543.0	1494.0	2896.0	6807.0	2434.0	3627.0	1950.0	892.0	2759.0	2629.0	2053.0	507.0	3993.0	1955.0	4258.0	840.0	4667.0	1100.0	1489.0	1085.0	1494.0	2757.0	467.0	1067.0	2288.0	3475.0	1986.0	4078.0	3168.0	1724.0	941.0	1858.0	2782.0	11026.0	547.0	1245457.0	1367929.754538
sub-0070	2544.0	4428.0	3262.0	3690.0	2568.0	5101.0	2140.0	2756.0	1633.0	740.0	2975.0	3012.0	1492.0	3032.0	11032.0	18242.0	1588.0	2722.0	5130.0	2651.0	4812.0	5912.0	5150.0	7010.0	6658.0	7920.0	6455.0	4096.0	5550.0	7133.0	2500.0	1361.0	869.0	5403.0	2410.0	1878.0	8904.0	8083.0	502.0	555.0	1500.0	3422.0	5760.0	3563.0	3683.0	1782.0	1212.0	2015.0	3103.0	2131.0	907.0	2879.0	2594.0	4886.0	602.0	4831.0	1667.0	1857.0	1079.0	1565.0	3234.0	701.0	997.0	2845.0	2446.0	1463.0	4822.0	2022.0	1595.0	1110.0	1890.0	3399.0	10923.0	598.0	1254884.0	1515870.740779
sub-0071	1748.0	2417.0	2113.0	3025.0	1006.0	3633.0	2218.0	2171.0	1226.0	680.0	2631.0	3460.0	807.0	1655.0	6497.0	12873.0	1477.0	1885.0	3310.0	2047.0	4211.0	4337.0	3252.0	4821.0	4868.0	6174.0	4515.0	3532.0	4457.0	5460.0	2261.0	379.0	1033.0	4582.0	1479.0	1766.0	5677.0	5772.0	423.0	359.0	1584.0	2456.0	4617.0	2536.0	3344.0	1407.0	881.0	1792.0	2286.0	1260.0	548.0	2663.0	1507.0	2990.0	606.0	3643.0	1066.0	1791.0	845.0	1471.0	2698.0	424.0	1064.0	1801.0	2729.0	1361.0	3688.0	2252.0	1483.0	957.0	1606.0	1965.0	9171.0	604.0	995751.0	996939.894887
sub-0072	1938.0	2368.0	2806.0	2693.0	1675.0	4088.0	1705.0	2294.0	1519.0	639.0	3157.0	2677.0	1231.0	2547.0	9829.0	15707.0	1429.0	2396.0	5765.0	2231.0	3356.0	5039.0	2946.0	6828.0	5663.0	6243.0	5479.0	4490.0	5692.0	5466.0	2137.0	1168.0	829.0	5169.0	1824.0	1314.0	6614.0	7155.0	242.0	502.0	1431.0	2694.0	4542.0	3074.0	3747.0	1261.0	996.0	2146.0	2364.0	1752.0	612.0	2536.0	1603.0	3903.0	423.0	3469.0	1390.0	1916.0	997.0	1567.0	2961.0	377.0	1003.0	2448.0	2349.0	1391.0	3657.0	2583.0	1789.0	1651.0	1729.0	2396.0	9283.0	559.0	1064176.0	1209159.270659
sub-0073	1962.0	2256.0	3309.0	3453.0	1529.0	4404.0	2757.0	2277.0	1623.0	672.0	2422.0	3675.0	1100.0	2196.0	8410.0	16880.0	1608.0	2393.0	4352.0	2457.0	5109.0	3403.0	3060.0	5547.0	6421.0	4857.0	5467.0	4282.0	4925.0	5978.0	2380.0	749.0	1010.0	5540.0	2201.0	2147.0	7201.0	5900.0	384.0	353.0	1423.0	2895.0	4241.0	2402.0	3491.0	1703.0	903.0	2502.0	2275.0	1388.0	757.0	2274.0	1939.0	4637.0	378.0	4905.0	1259.0	1830.0	1271.0	1612.0	3077.0	418.0	992.0	2534.0	2270.0	1309.0	3979.0	2532.0	1674.0	1165.0	1424.0	2310.0	8827.0	499.0	1066774.0	1181125.577119
sub-0074	1524.0	5184.0	4020.0	4204.0	1946.0	6093.0	3084.0	2920.0	2228.0	1026.0	4086.0	4733.0	1295.0	3348.0	11846.0	22296.0	1651.0	2827.0	7215.0	3212.0	5647.0	7125.0	4467.0	7490.0	6859.0	8789.0	6824.0	4659.0	7332.0	8584.0	2935.0	2366.0	1382.0	6759.0	2777.0	2967.0	7412.0	9060.0	459.0	444.0	2516.0	4188.0	4915.0	5046.0	3825.0	1685.0	1113.0	2569.0	3095.0	1657.0	856.0	3939.0	2996.0	6701.0	360.0	3844.0	2218.0	2092.0	1330.0	1834.0	3636.0	734.0	1040.0	2996.0	3852.0	1668.0	5097.0	3472.0	3179.0	1086.0	2248.0	3278.0	11072.0	876.0	1419259.0	1927938.576503
sub-0075	2343.0	3316.0	3252.0	2772.0	1623.0	4925.0	2805.0	2725.0	1345.0	793.0	2931.0	3182.0	1294.0	3014.0	10650.0	18448.0	1716.0	2535.0	5451.0	2852.0	4031.0	4356.0	3879.0	7003.0	7215.0	5826.0	6243.0	4748.0	6995.0	5764.0	2188.0	1219.0	892.0	4793.0	1741.0	1524.0	6672.0	7417.0	465.0	512.0	1333.0	2980.0	5291.0	2444.0	4390.0	1599.0	742.0	2334.0	2671.0	2089.0	558.0	3629.0	1837.0	4358.0	418.0	4496.0	1290.0	2475.0	1116.0	1569.0	2693.0	605.0	958.0	2493.0	3338.0	1335.0	4324.0	2521.0	2210.0	1529.0	1391.0	1870.0	9991.0	492.0	1114210.0	1218916.034824
sub-0076	1964.0	3510.0	2590.0	3342.0	1786.0	3527.0	1810.0	2263.0	1646.0	494.0	2298.0	3256.0	1267.0	2709.0	8145.0	15584.0	1466.0	2297.0	4632.0	2267.0	4398.0	3725.0	3501.0	5896.0	6567.0	6331.0	5506.0	3758.0	5021.0	4857.0	2685.0	229.0	787.0	5032.0	1595.0	1744.0	5978.0	6545.0	444.0	430.0	1289.0	2694.0	5582.0	2253.0	3284.0	1498.0	772.0	2136.0	2299.0	1473.0	757.0	2800.0	2128.0	4327.0	435.0	3827.0	1147.0	1670.0	969.0	1071.0	2658.0	444.0	1006.0	2152.0	2809.0	968.0	3430.0	2349.0	1998.0	1539.0	1162.0	2993.0	8500.0	510.0	1002432.0	1163608.460349
sub-0077	1754.0	2506.0	2789.0	3732.0	2198.0	4814.0	2358.0	2468.0	1972.0	773.0	2976.0	3585.0	1159.0	1744.0	8809.0	16400.0	1535.0	2353.0	3252.0	1981.0	3356.0	4821.0	3960.0	5877.0	5619.0	6620.0	3904.0	3968.0	5908.0	4618.0	2422.0	271.0	1259.0	5627.0	1768.0	2213.0	4389.0	6290.0	532.0	451.0	1496.0	2299.0	4966.0	3040.0	3424.0	1222.0	730.0	2022.0	2620.0	1371.0	557.0	2387.0	1690.0	4457.0	321.0	2811.0	1325.0	1487.0	697.0	848.0	2409.0	380.0	1106.0	2261.0	2934.0	1091.0	4003.0	2618.0	1383.0	1475.0	1080.0	1619.0	7702.0	651.0	936290.0	1043849.929213
sub-0078	2453.0	4038.0	2755.0	3912.0	1631.0	5116.0	3002.0	2958.0	2278.0	572.0	3196.0	3932.0	1189.0	3969.0	11457.0	18798.0	1727.0	3084.0	5752.0	2343.0	5398.0	5618.0	3852.0	6763.0	6772.0	8974.0	6505.0	4639.0	5933.0	7240.0	2534.0	2024.0	1116.0	6975.0	2629.0	2550.0	8746.0	9220.0	632.0	790.0	1740.0	3686.0	5051.0	2499.0	3906.0	1538.0	1028.0	2555.0	3102.0	2164.0	593.0	3881.0	2766.0	5045.0	481.0	4228.0	1263.0	1783.0	1268.0	1856.0	3519.0	531.0	1070.0	2832.0	4175.0	2042.0	4155.0	1846.0	1667.0	1200.0	2860.0	2789.0	10349.0	636.0	1280371.0	1371254.112672
sub-0079	2892.0	3392.0	3363.0	3786.0	1901.0	5324.0	2367.0	2971.0	1496.0	487.0	2613.0	3190.0	1302.0	2719.0	12328.0	20053.0	2098.0	3122.0	5033.0	2575.0	5332.0	4787.0	4082.0	6532.0	7070.0	6586.0	6326.0	3557.0	6778.0	5308.0	2991.0	602.0	1469.0	6031.0	2848.0	1682.0	6935.0	7684.0	487.0	470.0	1518.0	3002.0	6130.0	2310.0	3506.0	1764.0	1030.0	2635.0	2641.0	1459.0	632.0	3638.0	2547.0	5616.0	584.0	4022.0	1369.0	1781.0	1202.0	1980.0	3957.0	658.0	1205.0	2794.0	2998.0	1294.0	3574.0	2843.0	2189.0	1024.0	1211.0	2320.0	10608.0	630.0	1172908.0	1637643.055556
sub-0080	2350.0	3675.0	2764.0	2576.0	1504.0	3915.0	1818.0	2141.0	1761.0	611.0	3511.0	3272.0	1458.0	3810.0	8089.0	16239.0	1675.0	2278.0	4957.0	2688.0	3666.0	5922.0	4081.0	5842.0	4922.0	5665.0	6131.0	2779.0	5006.0	6061.0	2352.0	524.0	1469.0	5332.0	1820.0	1572.0	6938.0	5281.0	618.0	573.0	1371.0	3390.0	5456.0	3311.0	3035.0	1502.0	760.0	2130.0	2631.0	1793.0	686.0	3146.0	1270.0	3602.0	566.0	4541.0	1475.0	1446.0	1004.0	1134.0	3267.0	688.0	943.0	2206.0	3122.0	1381.0	3126.0	2492.0	1764.0	1181.0	1456.0	2498.0	8088.0	444.0	1069233.0	1021638.247173
sub-0081	2707.0	2653.0	2778.0	3716.0	2166.0	5895.0	3254.0	3176.0	1827.0	825.0	3008.0	3364.0	976.0	2632.0	13223.0	20914.0	1560.0	2349.0	5992.0	2985.0	4949.0	5286.0	3261.0	7202.0	6586.0	7758.0	7387.0	3752.0	6803.0	6893.0	2596.0	668.0	1182.0	5843.0	2032.0	1887.0	8246.0	6403.0	375.0	806.0	1469.0	3371.0	5178.0	2395.0	3823.0	1725.0	896.0	2120.0	2432.0	1633.0	675.0	3631.0	3136.0	5167.0	417.0	4063.0	1501.0	2088.0	1451.0	1724.0	3058.0	522.0	1108.0	2728.0	2825.0	1855.0	4393.0	3539.0	2418.0	1245.0	2241.0	2907.0	10469.0	616.0	1291807.0	1710182.396507
sub-0082	2247.0	2602.0	3144.0	2797.0	2063.0	5116.0	2710.0	2511.0	1541.0	414.0	2709.0	3696.0	1124.0	2322.0	9690.0	18679.0	1454.0	2253.0	4123.0	2588.0	4385.0	4534.0	3023.0	6441.0	4621.0	6654.0	6254.0	3831.0	6239.0	5720.0	2817.0	350.0	1207.0	5931.0	2007.0	1993.0	6495.0	6711.0	362.0	588.0	1307.0	3192.0	5349.0	2362.0	3776.0	1777.0	913.0	1991.0	2388.0	1306.0	528.0	3358.0	1833.0	3943.0	446.0	4107.0	1519.0	1640.0	975.0	1100.0	3271.0	535.0	1189.0	2058.0	2713.0	1144.0	3299.0	2761.0	1887.0	1003.0	1380.0	2145.0	9038.0	495.0	1106903.0	1148265.338819
sub-0083	1932.0	3274.0	3252.0	3336.0	2501.0	4571.0	2164.0	2068.0	1775.0	608.0	2936.0	3806.0	1538.0	2405.0	11982.0	19134.0	1535.0	2467.0	3558.0	2002.0	4470.0	5279.0	4508.0	6903.0	5904.0	6919.0	8100.0	4076.0	5499.0	7774.0	2509.0	2057.0	853.0	5031.0	2090.0	2151.0	5500.0	7160.0	397.0	300.0	1359.0	2870.0	5953.0	2834.0	3499.0	1775.0	919.0	1985.0	2606.0	1597.0	727.0	2525.0	2624.0	5193.0	548.0	4867.0	1106.0	1507.0	669.0	1463.0	3382.0	435.0	1227.0	2757.0	2352.0	1945.0	4053.0	2202.0	1556.0	1098.0	2114.0	1623.0	8861.0	556.0	1140331.0	1661525.000806
sub-0084	1623.0	2133.0	2912.0	3004.0	1887.0	3410.0	1571.0	1927.0	1291.0	623.0	2827.0	3327.0	1050.0	2528.0	11390.0	17081.0	1484.0	2249.0	3320.0	2367.0	4147.0	4704.0	3797.0	5365.0	4446.0	6567.0	5880.0	3547.0	6356.0	5838.0	2425.0	508.0	1200.0	4713.0	1473.0	2082.0	5755.0	6123.0	315.0	384.0	1576.0	2432.0	5027.0	2757.0	3650.0	1339.0	749.0	2093.0	2293.0	1559.0	600.0	3558.0	1870.0	5132.0	487.0	3717.0	806.0	1671.0	816.0	1087.0	2833.0	750.0	920.0	1889.0	2477.0	1031.0	3060.0	2296.0	1930.0	744.0	1631.0	1866.0	8046.0	476.0	1093990.0	1164053.056737
sub-0085	2028.0	4052.0	2904.0	2727.0	1739.0	3804.0	2076.0	2124.0	1345.0	561.0	3825.0	3203.0	1140.0	2823.0	7467.0	15532.0	1594.0	2225.0	5646.0	3151.0	3870.0	5533.0	3276.0	5824.0	5466.0	6015.0	5824.0	3409.0	6046.0	6004.0	2189.0	1100.0	1070.0	4923.0	1789.0	1588.0	5328.0	6474.0	468.0	442.0	1479.0	3211.0	4394.0	2748.0	3126.0	1156.0	674.0	2377.0	2325.0	1119.0	938.0	2790.0	1954.0	4529.0	247.0	3407.0	1672.0	2462.0	1182.0	1299.0	3262.0	605.0	776.0	2051.0	3498.0	1187.0	3239.0	2426.0	2405.0	1162.0	1407.0	2021.0	8223.0	482.0	985381.0	1083882.108839
sub-0086	2890.0	4143.0	3333.0	4347.0	2836.0	6627.0	3279.0	3483.0	1951.0	788.0	3602.0	4113.0	1734.0	3007.0	15988.0	24680.0	2411.0	3210.0	5913.0	3236.0	6373.0	5427.0	3389.0	8461.0	7118.0	9357.0	8388.0	4221.0	8321.0	7505.0	3508.0	1611.0	1590.0	7503.0	2473.0	2656.0	8821.0	9871.0	405.0	419.0	2067.0	3655.0	6633.0	2641.0	4051.0	2088.0	1160.0	2898.0	3103.0	2018.0	761.0	3589.0	2997.0	6682.0	610.0	5327.0	1427.0	1516.0	1272.0	2318.0	3918.0	817.0	1174.0	3498.0	3391.0	1772.0	5537.0	3381.0	2839.0	1191.0	2372.0	3190.0	10943.0	615.0	1427692.0	1704665.753909
sub-0087	2400.0	2601.0	2925.0	2901.0	2008.0	5428.0	3226.0	3081.0	2071.0	640.0	2651.0	3578.0	1378.0	3041.0	9906.0	17877.0	1870.0	2535.0	4803.0	2628.0	4092.0	4418.0	3610.0	7327.0	6041.0	6639.0	5870.0	3207.0	6208.0	5224.0	3366.0	1751.0	1194.0	5663.0	2264.0	2047.0	6386.0	7469.0	567.0	485.0	1566.0	2593.0	5206.0	2733.0	3204.0	1805.0	1070.0	2546.0	2968.0	1471.0	635.0	3087.0	2281.0	4809.0	422.0	4159.0	1143.0	1956.0	925.0	1376.0	3371.0	753.0	1024.0	2558.0	3350.0	1877.0	3834.0	1993.0	1693.0	1081.0	1524.0	2788.0	10041.0	513.0	1138450.0	1481056.243554
sub-0088	1929.0	2647.0	2599.0	3479.0	1600.0	4567.0	2116.0	2486.0	2299.0	810.0	3696.0	3784.0	1384.0	2849.0	10150.0	17382.0	1534.0	2492.0	4347.0	2847.0	4358.0	5510.0	3913.0	6276.0	5267.0	8201.0	5728.0	3078.0	5646.0	5950.0	2265.0	1098.0	665.0	5046.0	1811.0	2357.0	7322.0	6720.0	403.0	506.0	1673.0	3128.0	4881.0	2683.0	3341.0	1933.0	731.0	2197.0	2363.0	2150.0	603.0	3942.0	2618.0	4449.0	315.0	4032.0	1687.0	1894.0	675.0	1907.0	3634.0	410.0	1102.0	1941.0	2129.0	1179.0	3965.0	2320.0	1781.0	1028.0	2472.0	2028.0	8405.0	377.0	1127888.0	1625399.111629
sub-0089	2560.0	4216.0	2835.0	3010.0	1983.0	4871.0	2108.0	2505.0	1372.0	730.0	3149.0	3226.0	1222.0	2481.0	10599.0	18098.0	1703.0	2366.0	5054.0	2855.0	5190.0	6287.0	3532.0	6547.0	6264.0	5855.0	6055.0	3402.0	5413.0	5877.0	2558.0	949.0	1098.0	5653.0	2051.0	1768.0	5018.0	7442.0	471.0	443.0	1626.0	2910.0	5310.0	2673.0	3229.0	1564.0	794.0	2179.0	2573.0	1507.0	783.0	3088.0	2108.0	4714.0	620.0	3986.0	1370.0	1785.0	1212.0	1341.0	3647.0	484.0	1018.0	2281.0	2999.0	1008.0	3837.0	2619.0	1674.0	1757.0	1278.0	1981.0	9094.0	520.0	1117611.0	1172460.842737
sub-0090	2502.0	2066.0	2519.0	3130.0	2097.0	4225.0	2246.0	2226.0	2029.0	575.0	3072.0	3411.0	1273.0	2961.0	9760.0	17792.0	1520.0	2263.0	4628.0	2618.0	4433.0	3778.0	3572.0	6776.0	5712.0	7497.0	6107.0	3818.0	5657.0	5834.0	3040.0	264.0	1392.0	5785.0	1472.0	2579.0	6237.0	6599.0	518.0	565.0	1907.0	3158.0	5043.0	2537.0	3782.0	1193.0	894.0	2959.0	2898.0	1340.0	361.0	2966.0	2647.0	4521.0	736.0	4413.0	1178.0	1722.0	856.0	1448.0	3113.0	494.0	1103.0	2597.0	3065.0	975.0	3694.0	2256.0	1382.0	1416.0	1710.0	2298.0	8477.0	677.0	1069848.0	1417359.174652
sub-0091	2103.0	2963.0	2372.0	2391.0	1492.0	4123.0	2100.0	2267.0	1477.0	597.0	3098.0	3110.0	930.0	1760.0	7841.0	15505.0	1283.0	1967.0	4888.0	2515.0	3782.0	3897.0	3402.0	5837.0	4909.0	4300.0	4729.0	2756.0	4686.0	5701.0	2390.0	743.0	775.0	4798.0	1517.0	1212.0	7203.0	6138.0	299.0	331.0	1104.0	2941.0	5136.0	2815.0	2983.0	1558.0	864.0	2082.0	2366.0	1701.0	510.0	2194.0	1680.0	3541.0	271.0	3375.0	1577.0	1516.0	1282.0	1333.0	2582.0	828.0	958.0	2422.0	2506.0	1049.0	3330.0	2535.0	1273.0	613.0	1425.0	2453.0	9140.0	608.0	1023227.0	1187784.738248
sub-0092	2016.0	2654.0	2612.0	2587.0	1499.0	4401.0	2001.0	2612.0	2068.0	717.0	2678.0	2895.0	722.0	2729.0	9104.0	17954.0	1684.0	2374.0	5318.0	1631.0	4425.0	4904.0	3912.0	5283.0	5614.0	5652.0	5453.0	2978.0	6181.0	5407.0	2351.0	664.0	1052.0	4395.0	1894.0	2212.0	5461.0	6732.0	429.0	528.0	1528.0	2581.0	4909.0	3231.0	3533.0	1187.0	689.0	1716.0	2245.0	1686.0	571.0	3314.0	2026.0	5130.0	329.0	3530.0	1166.0	1601.0	1274.0	1056.0	2851.0	794.0	1006.0	2185.0	2778.0	1122.0	4369.0	2380.0	1764.0	963.0	1503.0	2247.0	8047.0	529.0	1049850.0	1067975.377756
sub-0093	2135.0	3732.0	2717.0	3169.0	2111.0	4284.0	2771.0	2981.0	2028.0	791.0	2912.0	3476.0	1283.0	3274.0	12696.0	20689.0	1714.0	2736.0	5877.0	2225.0	5601.0	4784.0	6290.0	6606.0	5470.0	6515.0	5816.0	3948.0	6111.0	6103.0	3138.0	1229.0	1200.0	5712.0	2201.0	2494.0	7987.0	7974.0	623.0	815.0	1748.0	2955.0	5392.0	2534.0	3766.0	1545.0	1243.0	2731.0	3055.0	1723.0	598.0	3566.0	1901.0	5962.0	542.0	3967.0	1629.0	1871.0	1459.0	2016.0	3727.0	727.0	1068.0	2705.0	2372.0	1532.0	4946.0	2453.0	1991.0	1302.0	1861.0	2423.0	10633.0	542.0	1289088.0	1474786.699803
sub-0094	1951.0	2574.0	2748.0	2883.0	1463.0	3561.0	1576.0	1935.0	1512.0	420.0	2304.0	3075.0	1256.0	1970.0	8706.0	14299.0	1386.0	2022.0	3705.0	1918.0	3133.0	4376.0	2640.0	4734.0	5856.0	4963.0	4945.0	3344.0	4847.0	5341.0	2220.0	1683.0	788.0	4256.0	1548.0	1350.0	3156.0	6197.0	425.0	410.0	1407.0	2533.0	4520.0	1909.0	3187.0	1412.0	627.0	1471.0	1983.0	989.0	544.0	2499.0	1280.0	3925.0	202.0	4332.0	996.0	1577.0	841.0	723.0	2854.0	531.0	880.0	2465.0	2482.0	1278.0	3341.0	2065.0	2026.0	756.0	1235.0	1919.0	7542.0	556.0	907740.0	936210.537003
sub-0095	2280.0	3019.0	2621.0	4086.0	2016.0	4776.0	2464.0	2220.0	1531.0	645.0	2708.0	4674.0	1448.0	1856.0	11335.0	19869.0	1384.0	2615.0	5135.0	2696.0	4550.0	5254.0	3031.0	6160.0	6312.0	7576.0	6543.0	3875.0	5635.0	5581.0	2261.0	916.0	822.0	5613.0	1767.0	1339.0	7075.0	6781.0	382.0	373.0	1441.0	2710.0	5949.0	2735.0	3217.0	1253.0	749.0	2126.0	2762.0	1119.0	611.0	3567.0	2023.0	5749.0	263.0	5092.0	1462.0	1868.0	1179.0	1473.0	3563.0	569.0	1059.0	2899.0	2602.0	1123.0	4699.0	3284.0	2137.0	1896.0	1655.0	2606.0	8007.0	718.0	1124391.0	1346371.926449
sub-0096	2426.0	3089.0	4129.0	3253.0	1888.0	4848.0	2700.0	2701.0	1742.0	602.0	3293.0	3684.0	1176.0	2788.0	10453.0	19224.0	1952.0	2624.0	5396.0	2402.0	5029.0	4708.0	3790.0	6397.0	6952.0	6273.0	7257.0	3959.0	6560.0	7907.0	2989.0	494.0	1050.0	5626.0	1851.0	2271.0	6425.0	8635.0	453.0	545.0	1521.0	2875.0	5394.0	2384.0	3961.0	1598.0	716.0	1955.0	2813.0	1572.0	671.0	2742.0	2132.0	5056.0	655.0	5915.0	1489.0	1825.0	1791.0	1230.0	3108.0	419.0	1059.0	2213.0	3061.0	1632.0	4228.0	2224.0	1939.0	988.0	1787.0	2387.0	10525.0	569.0	1222803.0	1317955.655575
