lh.aparc.a2009s.volume	lh_G&S_frontomargin_volume	lh_G&S_occipital_inf_volume	lh_G&S_paracentral_volume	lh_G&S_subcentral_volume	lh_G&S_transv_frontopol_volume	lh_G&S_cingul-Ant_volume	lh_G&S_cingul-Mid-Ant_volume	lh_G&S_cingul-Mid-Post_volume	lh_G_cingul-Post-dorsal_volume	lh_G_cingul-Post-ventral_volume	lh_G_cuneus_volume	lh_G_front_inf-Opercular_volume	lh_G_front_inf-Orbital_volume	lh_G_front_inf-Triangul_volume	lh_G_front_middle_volume	lh_G_front_sup_volume	lh_G_Ins_lg&S_cent_ins_volume	lh_G_insular_short_volume	lh_G_occipital_middle_volume	lh_G_occipital_sup_volume	lh_G_oc-temp_lat-fusifor_volume	lh_G_oc-temp_med-Lingual_volume	lh_G_oc-temp_med-Parahip_volume	lh_G_orbital_volume	lh_G_pariet_inf-Angular_volume	lh_G_pariet_inf-Supramar_volume	lh_G_parietal_sup_volume	lh_G_postcentral_volume	lh_G_precentral_volume	lh_G_precuneus_volume	lh_G_rectus_volume	lh_G_subcallosal_volume	lh_G_temp_sup-G_T_transv_volume	lh_G_temp_sup-Lateral_volume	lh_G_temp_sup-Plan_polar_volume	lh_G_temp_sup-Plan_tempo_volume	lh_G_temporal_inf_volume	lh_G_temporal_middle_volume	lh_Lat_Fis-ant-Horizont_volume	lh_Lat_Fis-ant-Vertical_volume	lh_Lat_Fis-post_volume	lh_Pole_occipital_volume	lh_Pole_temporal_volume	lh_S_calcarine_volume	lh_S_central_volume	lh_S_cingul-Marginalis_volume	lh_S_circular_insula_ant_volume	lh_S_circular_insula_inf_volume	lh_S_circular_insula_sup_volume	lh_S_collat_transv_ant_volume	lh_S_collat_transv_post_volume	lh_S_front_inf_volume	lh_S_front_middle_volume	lh_S_front_sup_volume	lh_S_interm_prim-Jensen_volume	lh_S_intrapariet&P_trans_volume	lh_S_oc_middle&Lunatus_volume	lh_S_oc_sup&transversal_volume	lh_S_occipital_ant_volume	lh_S_oc-temp_lat_volume	lh_S_oc-temp_med&Lingual_volume	lh_S_orbital_lateral_volume	lh_S_orbital_med-olfact_volume	lh_S_orbital-H_Shaped_volume	lh_S_parieto_occipital_volume	lh_S_pericallosal_volume	lh_S_postcentral_volume	lh_S_precentral-inf-part_volume	lh_S_precentral-sup-part_volume	lh_S_suborbital_volume	lh_S_subparietal_volume	lh_S_temporal_inf_volume	lh_S_temporal_sup_volume	lh_S_temporal_transverse_volume	BrainSegVolNotVent	eTIV
sub-0163	2117.0	2177.0	2866.0	3447.0	1871.0	5034.0	2897.0	2620.0	1683.0	842.0	3587.0	3260.0	1097.0	2878.0	11698.0	18080.0	1482.0	2360.0	5554.0	2598.0	4465.0	4885.0	3675.0	6145.0	6201.0	6632.0	6554.0	4158.0	6615.0	6709.0	2630.0	1675.0	1172.0	5386.0	2438.0	2509.0	6435.0	6603.0	467.0	574.0	2025.0	2875.0	5577.0	3291.0	3518.0	1713.0	864.0	2027.0	2887.0	1639.0	710.0	2867.0	2171.0	4878.0	515.0	3465.0	1119.0	1694.0	1289.0	1313.0	2627.0	425.0	917.0	2487.0	3326.0	1468.0	3379.0	3211.0	1971.0	917.0	1715.0	3184.0	9479.0	685.0	1183333.0	1294739.797538
sub-0164	1863.0	3640.0	2101.0	2706.0	2469.0	3223.0	1774.0	2162.0	1484.0	536.0	2997.0	3007.0	1441.0	2252.0	10515.0	17238.0	1661.0	2720.0	4264.0	1930.0	4601.0	3822.0	3359.0	5806.0	6370.0	6507.0	4700.0	3276.0	5433.0	5924.0	2294.0	659.0	1311.0	4811.0	1499.0	1875.0	6426.0	7907.0	341.0	434.0	1838.0	2612.0	5145.0	2314.0	3453.0	1263.0	1062.0	1888.0	2455.0	1334.0	647.0	3514.0	2727.0	4334.0	723.0	3999.0	1235.0	1345.0	692.0	1435.0	2820.0	410.0	1020.0	1767.0	2386.0	1082.0	3696.0	1893.0	1990.0	1283.0	1989.0	2230.0	8810.0	474.0	1096547.0	1188231.934878
sub-0165	2249.0	3851.0	2878.0	3096.0	2444.0	4306.0	2042.0	2281.0	1424.0	761.0	3214.0	3389.0	1444.0	2285.0	9493.0	16993.0	1826.0	2499.0	4468.0	2347.0	4367.0	6032.0	3584.0	5724.0	5913.0	5765.0	5209.0	3822.0	5980.0	5726.0	2407.0	1066.0	1010.0	6209.0	2315.0	2226.0	6887.0	6731.0	518.0	483.0	1753.0	2778.0	4871.0	2494.0	3765.0	1497.0	660.0	2303.0	2476.0	1705.0	823.0	3003.0	2077.0	5046.0	406.0	4281.0	1614.0	1424.0	810.0	1621.0	3433.0	492.0	975.0	2170.0	2938.0	1139.0	3521.0	2259.0	1894.0	1300.0	1370.0	2558.0	9241.0	772.0	1078700.0	1483535.133
sub-0166	2676.0	2613.0	2737.0	3237.0	1732.0	4169.0	2074.0	2685.0	1777.0	645.0	2157.0	3043.0	1342.0	2722.0	9186.0	15293.0	1700.0	2357.0	4557.0	1739.0	4677.0	4284.0	3997.0	6301.0	4429.0	6583.0	4492.0	4288.0	5279.0	4451.0	2304.0	280.0	1360.0	5922.0	1634.0	1889.0	7482.0	6316.0	358.0	578.0	1564.0	2622.0	5737.0	2115.0	3596.0	1374.0	954.0	2041.0	2388.0	1547.0	514.0	2669.0	2001.0	4236.0	435.0	2810.0	1927.0	1486.0	1140.0	1816.0	3021.0	468.0	884.0	2352.0	2584.0	1106.0	3662.0	2569.0	1546.0	1595.0	1414.0	2271.0	8445.0	660.0	1046479.0	1114885.546577
sub-0167	2305.0	3191.0	3252.0	3312.0	1754.0	5325.0	2640.0	2857.0	1582.0	662.0	2834.0	3426.0	1692.0	3189.0	12290.0	19443.0	2075.0	2780.0	4703.0	2836.0	4953.0	5113.0	3642.0	7042.0	7213.0	7025.0	6330.0	4215.0	7042.0	5898.0	2220.0	1243.0	1569.0	5846.0	2104.0	2749.0	7616.0	8596.0	629.0	410.0	1890.0	3672.0	5778.0	2175.0	3813.0	1455.0	958.0	2650.0	2722.0	1574.0	507.0	3636.0	2668.0	6468.0	675.0	4406.0	1613.0	1912.0	864.0	1841.0	3689.0	644.0	939.0	2461.0	2918.0	1425.0	5029.0	3716.0	1995.0	2142.0	1751.0	2132.0	10592.0	641.0	1262657.0	1396117.635519
sub-0168	2228.0	2425.0	2926.0	2813.0	1614.0	4006.0	2169.0	2455.0	1308.0	598.0	2080.0	3244.0	1289.0	2843.0	8179.0	14840.0	1618.0	2341.0	5503.0	2201.0	4672.0	4328.0	2982.0	5610.0	6862.0	5378.0	5292.0	4454.0	5713.0	5636.0	2006.0	254.0	982.0	5286.0	1732.0	1931.0	6157.0	7671.0	455.0	474.0	1361.0	2616.0	4516.0	2271.0	3718.0	1541.0	742.0	2569.0	2229.0	1892.0	633.0	2921.0	2256.0	4456.0	186.0	3650.0	1146.0	1863.0	1024.0	1423.0	3351.0	641.0	898.0	2452.0	2524.0	1008.0	3517.0	2005.0	1997.0	1302.0	1627.0	1943.0	10052.0	617.0	1070708.0	1068907.036454
sub-0169	2052.0	3980.0	3141.0	3172.0	1607.0	4329.0	2607.0	2316.0	1278.0	692.0	2898.0	3049.0	1120.0	2625.0	9172.0	19309.0	1504.0	2644.0	4614.0	2351.0	4478.0	5566.0	4410.0	5923.0	4997.0	5187.0	5467.0	3766.0	6888.0	5372.0	2422.0	1766.0	867.0	5217.0	2024.0	2256.0	6055.0	7283.0	427.0	529.0	1574.0	2892.0	4772.0	2255.0	4040.0	1491.0	773.0	2192.0	2290.0	1868.0	601.0	3411.0	2020.0	5322.0	320.0	3537.0	1690.0	1452.0	1022.0	942.0	2840.0	622.0	908.0	2570.0	3314.0	1101.0	3226.0	2929.0	2428.0	860.0	1320.0	2075.0	7987.0	562.0	1107565.0	1332878.998056
sub-0170	2093.0	1930.0	2714.0	2705.0	1742.0	3791.0	2322.0	2412.0	1705.0	501.0	2164.0	3061.0	1168.0	2450.0	9371.0	16062.0	1301.0	2342.0	4103.0	2044.0	4169.0	4370.0	3191.0	5219.0	6317.0	4862.0	5356.0	3730.0	6251.0	5459.0	2176.0	941.0	873.0	4599.0	1501.0	1385.0	6034.0	7244.0	528.0	399.0	1256.0	2221.0	4204.0	2594.0	3700.0	1214.0	789.0	1821.0	2260.0	986.0	521.0	2884.0	1785.0	5715.0	286.0	4333.0	1217.0	1660.0	1118.0	1370.0	2540.0	769.0	792.0	2272.0	2351.0	1030.0	3550.0	2309.0	1684.0	1631.0	1727.0	3106.0	9006.0	551.0	1053415.0	1088755.12353
sub-0171	2194.0	2328.0	3141.0	2336.0	1341.0	4377.0	2037.0	2204.0	1497.0	647.0	2427.0	3098.0	1210.0	2624.0	8960.0	15784.0	1517.0	2367.0	4068.0	2280.0	3480.0	5350.0	4513.0	6187.0	5047.0	4930.0	5319.0	3775.0	4111.0	6099.0	2507.0	1210.0	926.0	5354.0	1621.0	1691.0	5581.0	5489.0	374.0	525.0	1157.0	2413.0	4655.0	2711.0	3053.0	1412.0	846.0	2039.0	2141.0	1635.0	676.0	2975.0	1784.0	4058.0	409.0	3384.0	1086.0	1995.0	1413.0	1177.0	2799.0	486.0	1057.0	2362.0	2440.0	1009.0	3452.0	2000.0	1369.0	1095.0	1384.0	2482.0	9395.0	493.0	1029824.0	1126175.098684
sub-0172	2318.0	3071.0	2720.0	3477.0	1527.0	4022.0	2767.0	2323.0	1458.0	655.0	3221.0	2924.0	1192.0	1730.0	10476.0	17216.0	1511.0	2659.0	4326.0	2240.0	4312.0	4886.0	2922.0	5779.0	5839.0	6720.0	5646.0	3544.0	6317.0	5881.0	2560.0	776.0	1132.0	5484.0	1814.0	1691.0	6443.0	6097.0	315.0	385.0	1550.0	3046.0	4962.0	2845.0	3718.0	1231.0	738.0	2346.0	2434.0	1280.0	514.0	2710.0	1930.0	5280.0	520.0	3970.0	1308.0	1745.0	954.0	1328.0	3199.0	602.0	1010.0	2539.0	3537.0	1383.0	3266.0	2252.0	2596.0	1133.0	1381.0	1647.0	6909.0	611.0	1106757.0	1180936.690315
sub-0173	2450.0	3227.0	2849.0	3636.0	1894.0	4864.0	2288.0	2182.0	1371.0	661.0	3095.0	3606.0	1138.0	2401.0	10215.0	18291.0	1371.0	2261.0	4486.0	2746.0	4277.0	5330.0	3113.0	7001.0	6306.0	8055.0	7333.0	3355.0	6386.0	7625.0	2649.0	1518.0	1343.0	6411.0	2516.0	2303.0	6392.0	7525.0	326.0	472.0	1854.0	3651.0	6222.0	2822.0	3547.0	1492.0	881.0	2213.0	2382.0	1927.0	677.0	2925.0	2370.0	5287.0	422.0	5616.0	1655.0	2047.0	729.0	1774.0	3749.0	475.0	1087.0	2806.0	2919.0	1367.0	4114.0	3239.0	1775.0	1239.0	1935.0	2371.0	9617.0	859.0	1183561.0	1364461.961894
sub-0174	2416.0	2632.0	3074.0	2740.0	1835.0	4163.0	1773.0	2293.0	1531.0	522.0	2780.0	3826.0	1269.0	3329.0	11021.0	17940.0	1734.0	2350.0	4069.0	2156.0	3678.0	5597.0	3978.0	6399.0	5846.0	7247.0	6342.0	3658.0	6008.0	6084.0	2286.0	1327.0	1342.0	6191.0	2004.0	2085.0	7300.0	7450.0	386.0	994.0	1829.0	2593.0	4812.0	2561.0	3324.0	1504.0	838.0	2199.0	2629.0	1803.0	599.0	4232.0	1737.0	4046.0	680.0	4789.0	997.0	1949.0	1078.0	1675.0	2826.0	496.0	981.0	2919.0	2545.0	965.0	3640.0	2645.0	2071.0	1435.0	1774.0	2343.0	10608.0	729.0	1108649.0	1250543.228796
sub-0175	2193.0	4301.0	3315.0	3326.0	1878.0	4922.0	2200.0	2549.0	1592.0	841.0	3781.0	3830.0	1093.0	1962.0	11920.0	20527.0	1679.0	2248.0	6032.0	3294.0	4823.0	5631.0	4048.0	5473.0	6919.0	7984.0	5274.0	4977.0	7362.0	5292.0	2976.0	1474.0	1567.0	6375.0	2134.0	2647.0	7605.0	6401.0	547.0	613.0	2086.0	3509.0	6269.0	3332.0	4670.0	1378.0	808.0	2558.0	2018.0	1720.0	494.0	3113.0	2490.0	5868.0	989.0	4515.0	2109.0	1767.0	738.0	1354.0	3811.0	602.0	1160.0	2349.0	3646.0	1566.0	3789.0	3445.0	2357.0	1508.0	1324.0	2275.0	9233.0	641.0	1203609.0	1397912.491468
sub-0176	2596.0	3082.0	3104.0	3570.0	1778.0	4425.0	2324.0	2251.0	1653.0	549.0	2210.0	3444.0	1087.0	2658.0	10555.0	18667.0	1347.0	2445.0	6074.0	2528.0	3626.0	3961.0	5112.0	6699.0	5405.0	5940.0	5639.0	3404.0	5900.0	5864.0	2465.0	1295.0	765.0	6168.0	1587.0	2072.0	7649.0	7291.0	466.0	284.0	1418.0	3526.0	5580.0	2200.0	3712.0	1758.0	998.0	2352.0	2801.0	2348.0	620.0	3954.0	2055.0	4264.0	402.0	4256.0	1799.0	1755.0	1439.0	1724.0	4044.0	685.0	889.0	2859.0	2749.0	1109.0	3735.0	2401.0	1862.0	1242.0	1862.0	2623.0	10659.0	570.0	1161984.0	1515596.878423
sub-0177	2325.0	3678.0	2986.0	4179.0	2021.0	5206.0	2566.0	2700.0	2048.0	1258.0	3643.0	3648.0	1354.0	3159.0	13659.0	20621.0	2179.0	2898.0	5465.0	3717.0	4589.0	6674.0	4267.0	7655.0	8367.0	10678.0	6446.0	4248.0	6942.0	7015.0	2968.0	1252.0	1119.0	6645.0	2549.0	2922.0	6716.0	9743.0	485.0	538.0	2107.0	3244.0	4928.0	3968.0	4017.0	1461.0	1045.0	2831.0	3199.0	2093.0	914.0	4389.0	2974.0	5454.0	1086.0	5912.0	1370.0	1969.0	1187.0	2574.0	3950.0	525.0	1156.0	3012.0	2916.0	1350.0	5538.0	3120.0	1706.0	1299.0	2601.0	2979.0	11810.0	686.0	1336472.0	1462053.042068
sub-0178	2468.0	2785.0	2756.0	3210.0	2277.0	5447.0	2123.0	2585.0	1876.0	664.0	2405.0	4511.0	1474.0	2894.0	10627.0	18468.0	1901.0	2831.0	5979.0	2659.0	4522.0	4915.0	4132.0	6295.0	5337.0	7349.0	6739.0	3221.0	4612.0	6903.0	2565.0	1613.0	1416.0	7967.0	2144.0	2620.0	8865.0	7315.0	526.0	568.0	1707.0	2869.0	6513.0	2554.0	3155.0	1580.0	986.0	2720.0	2752.0	1621.0	591.0	4104.0	2509.0	4833.0	453.0	5346.0	1559.0	1576.0	1448.0	1784.0	2821.0	365.0	1023.0	2757.0	3492.0	1169.0	4052.0	2137.0	1542.0	816.0	2371.0	2540.0	9829.0	593.0	1232195.0	1382342.680047
sub-0179	1839.0	2724.0	2897.0	2914.0	1346.0	3771.0	2120.0	2307.0	1132.0	684.0	2615.0	2686.0	875.0	1444.0	8455.0	17984.0	1394.0	2104.0	3937.0	2236.0	2985.0	4707.0	3733.0	5443.0	4942.0	4434.0	4671.0	3819.0	5361.0	5095.0	2107.0	1069.0	843.0	4827.0	1663.0	1409.0	4376.0	6259.0	428.0	326.0	1234.0	2606.0	4132.0	2843.0	3621.0	1635.0	778.0	2168.0	1807.0	1770.0	699.0	2433.0	1865.0	4392.0	250.0	3637.0	1304.0	1758.0	840.0	1288.0	3382.0	562.0	895.0	2179.0	3398.0	1137.0	3061.0	2721.0	1719.0	1099.0	1466.0	2165.0	8288.0	702.0	1018270.0	1122713.412136
sub-0180	2531.0	3018.0	2738.0	3412.0	1814.0	4746.0	2304.0	2801.0	1106.0	513.0	2873.0	4218.0	1173.0	2631.0	12345.0	20792.0	1386.0	2587.0	6257.0	2690.0	4549.0	4829.0	3965.0	6394.0	5692.0	5599.0	3916.0	3886.0	4754.0	4942.0	3021.0	1992.0	1107.0	6787.0	2281.0	2135.0	6664.0	8381.0	337.0	621.0	1343.0	2803.0	6057.0	2524.0	4545.0	1592.0	883.0	2506.0	2492.0	1773.0	758.0	3360.0	1863.0	6084.0	402.0	2777.0	1039.0	1936.0	1950.0	1569.0	2907.0	452.0	979.0	2535.0	2713.0	1696.0	2623.0	4299.0	1907.0	948.0	1370.0	2519.0	11544.0	747.0	1182803.0	1344093.40582
sub-0181	1957.0	3031.0	2452.0	2753.0	1895.0	3743.0	1892.0	2413.0	1450.0	530.0	3048.0	2766.0	1110.0	3204.0	8921.0	17402.0	1547.0	2365.0	5453.0	2126.0	5537.0	4555.0	3042.0	5724.0	6009.0	5571.0	4011.0	3903.0	5125.0	4959.0	2635.0	708.0	1236.0	5633.0	2002.0	2275.0	6338.0	6915.0	318.0	676.0	1466.0	3156.0	4846.0	2530.0	3381.0	1189.0	891.0	2419.0	2518.0	1083.0	707.0	3010.0	1896.0	3393.0	323.0	3620.0	1186.0	2130.0	1128.0	1490.0	3059.0	651.0	905.0	2492.0	3465.0	1074.0	2994.0	2124.0	1631.0	1031.0	1261.0	2116.0	9965.0	595.0	1114971.0	1208157.976809
sub-0182	2585.0	3774.0	2822.0	2777.0	1737.0	4027.0	2875.0	2939.0	1420.0	770.0	3281.0	3670.0	2206.0	3653.0	12992.0	18787.0	1925.0	2925.0	5227.0	2583.0	4733.0	5228.0	3615.0	7047.0	4619.0	6318.0	4753.0	4003.0	6372.0	6529.0	3067.0	1115.0	1198.0	5502.0	2010.0	1835.0	8159.0	8103.0	605.0	722.0	1485.0	3276.0	5597.0	2733.0	3688.0	1935.0	1277.0	2142.0	3099.0	1424.0	664.0	3590.0	2186.0	5163.0	899.0	3296.0	1587.0	1930.0	1476.0	2182.0	3283.0	410.0	953.0	2939.0	2299.0	1536.0	3323.0	3000.0	1852.0	1702.0	1923.0	3157.0	9301.0	485.0	1218886.0	1707703.489784
sub-0183	2932.0	4690.0	2565.0	3840.0	2199.0	5379.0	2729.0	3179.0	1674.0	926.0	3720.0	4376.0	1252.0	3469.0	12144.0	20915.0	1915.0	2597.0	5302.0	2224.0	5225.0	6404.0	3892.0	6341.0	5813.0	6699.0	6371.0	4264.0	5274.0	5779.0	3853.0	743.0	1641.0	6171.0	1430.0	2272.0	4839.0	7127.0	751.0	467.0	2086.0	2881.0	4917.0	3919.0	3704.0	1659.0	1090.0	2162.0	3443.0	1646.0	715.0	4542.0	2264.0	5446.0	650.0	3883.0	1322.0	1898.0	814.0	1173.0	3494.0	586.0	931.0	2393.0	3995.0	1535.0	4585.0	2366.0	1796.0	887.0	1581.0	1805.0	9414.0	586.0	1222139.0	1389022.790286
sub-0184	2180.0	2689.0	2741.0	3164.0	1552.0	4854.0	2294.0	2117.0	2100.0	608.0	2583.0	3029.0	737.0	2956.0	9745.0	18859.0	2069.0	2936.0	4889.0	2217.0	4696.0	4262.0	4283.0	5945.0	6530.0	5822.0	5559.0	3744.0	6546.0	6153.0	2857.0	488.0	961.0	5515.0	2261.0	1308.0	7329.0	6759.0	361.0	725.0	1459.0	2301.0	5395.0	2401.0	4030.0	1596.0	864.0	2226.0	2766.0	1954.0	624.0	2406.0	1769.0	4564.0	258.0	4174.0	1127.0	1986.0	1737.0	1437.0	3049.0	617.0	1087.0	2318.0	3059.0	1342.0	3329.0	2750.0	1743.0	1380.0	1568.0	2701.0	9007.0	599.0	1119673.0	1421105.874308
sub-0185	2144.0	2825.0	2889.0	2905.0	1591.0	4571.0	2180.0	2516.0	1470.0	527.0	3057.0	2996.0	902.0	2313.0	9786.0	17457.0	1625.0	2343.0	3962.0	2081.0	3667.0	5457.0	3890.0	5393.0	5163.0	6726.0	5729.0	4311.0	5937.0	5911.0	2570.0	734.0	978.0	5657.0	1804.0	2110.0	5179.0	7219.0	396.0	415.0	1448.0	2644.0	5121.0	3494.0	3422.0	1420.0	886.0	2049.0	2167.0	1337.0	514.0	3071.0	1423.0	3753.0	654.0	3855.0	1247.0	1788.0	1346.0	987.0	2431.0	575.0	1072.0	2273.0	2947.0	1219.0	3931.0	2310.0	2039.0	847.0	1436.0	2400.0	8866.0	541.0	1031360.0	1164638.993604
sub-0186	1483.0	3983.0	2853.0	4114.0	1619.0	4965.0	2302.0	1980.0	1374.0	587.0	2677.0	3053.0	1063.0	2309.0	11168.0	18158.0	1494.0	2366.0	4709.0	2587.0	4296.0	5605.0	3517.0	6004.0	5837.0	5486.0	5855.0	3575.0	6065.0	6235.0	2570.0	1287.0	1454.0	5779.0	2014.0	1943.0	7555.0	9039.0	227.0	481.0	1701.0	2830.0	5603.0	2254.0	3743.0	1171.0	656.0	2574.0	2372.0	1273.0	614.0	3648.0	2048.0	5218.0	217.0	3908.0	1156.0	1620.0	1240.0	1335.0	2930.0	448.0	1034.0	2381.0	2668.0	901.0	4862.0	2959.0	1971.0	972.0	1782.0	2402.0	8727.0	607.0	1131354.0	1182270.431873
sub-0187	1837.0	2285.0	2394.0	3332.0	1475.0	3964.0	2134.0	2482.0	1402.0	639.0	2467.0	3027.0	1409.0	2481.0	10026.0	16522.0	1341.0	2163.0	4192.0	1717.0	3795.0	4645.0	3529.0	6020.0	4861.0	5426.0	5013.0	3082.0	5166.0	4785.0	2721.0	338.0	1193.0	4360.0	1642.0	2101.0	5048.0	4349.0	506.0	545.0	1486.0	3012.0	4609.0	2657.0	3424.0	1286.0	981.0	2118.0	2528.0	1844.0	524.0	2966.0	1886.0	4996.0	240.0	3214.0	1471.0	1488.0	1036.0	1168.0	2566.0	527.0	803.0	2497.0	2721.0	1041.0	3144.0	2624.0	1977.0	832.0	1540.0	1802.0	7184.0	596.0	978911.0	1000616.99038
sub-0188	2875.0	2266.0	3702.0	3761.0	2319.0	4624.0	2036.0	2674.0	1476.0	721.0	2970.0	3146.0	1041.0	1903.0	10046.0	19474.0	1677.0	2163.0	5277.0	3008.0	4263.0	3972.0	4479.0	6000.0	7126.0	6759.0	5735.0	4561.0	5682.0	6133.0	2676.0	946.0	933.0	5024.0	1937.0	2457.0	7051.0	7657.0	212.0	416.0	1772.0	3638.0	5664.0	1881.0	3580.0	1846.0	833.0	1929.0	2419.0	1557.0	393.0	2691.0	2278.0	4627.0	1005.0	4413.0	1382.0	2356.0	895.0	1133.0	3356.0	522.0	842.0	2346.0	2502.0	1496.0	4567.0	2362.0	1751.0	1579.0	1644.0	2529.0	9208.0	571.0	1171115.0	1671464.758941
sub-0189	1938.0	3391.0	2725.0	3425.0	2133.0	4517.0	2397.0	2672.0	1664.0	449.0	2816.0	4491.0	1538.0	3013.0	10172.0	17441.0	1885.0	2984.0	4352.0	2460.0	6075.0	5926.0	5952.0	8084.0	7805.0	7380.0	6596.0	3076.0	6184.0	6789.0	2809.0	735.0	1121.0	6199.0	2424.0	3458.0	7095.0	7697.0	659.0	637.0	1668.0	3309.0	6025.0	2800.0	3212.0	1561.0	1243.0	2460.0	2810.0	1931.0	866.0	3772.0	1888.0	5300.0	1228.0	4584.0	1264.0	1910.0	1208.0	1467.0	3309.0	561.0	1042.0	3050.0	2765.0	1360.0	3580.0	2580.0	2399.0	2159.0	1759.0	1976.0	9134.0	623.0	1193360.0	1408474.652249
sub-0190	1549.0	2188.0	2647.0	3118.0	1877.0	4866.0	2283.0	2489.0	1783.0	657.0	1996.0	2921.0	985.0	2310.0	11366.0	19107.0	1615.0	2761.0	4973.0	1756.0	3721.0	4644.0	3890.0	5442.0	6265.0	5559.0	5686.0	3223.0	5529.0	5285.0	1939.0	1266.0	930.0	5756.0	2126.0	2529.0	7000.0	7269.0	391.0	325.0	1477.0	2243.0	5778.0	2287.0	3546.0	1634.0	679.0	2491.0	2536.0	1615.0	552.0	2564.0	2043.0	5133.0	581.0	3621.0	975.0	1161.0	964.0	1420.0	2801.0	545.0	920.0	2181.0	2929.0	1330.0	3930.0	2127.0	1916.0	802.0	1457.0	2203.0	9349.0	737.0	1070956.0	1109211.719412
sub-0191	2264.0	2781.0	3048.0	2775.0	1775.0	4193.0	2129.0	2756.0	1718.0	596.0	2223.0	3930.0	1536.0	3135.0	8154.0	16856.0	1600.0	2442.0	5033.0	1955.0	4824.0	5236.0	4089.0	5315.0	6066.0	5939.0	5631.0	4234.0	6311.0	5789.0	2301.0	701.0	651.0	4321.0	1437.0	1201.0	6803.0	7828.0	371.0	601.0	1263.0	2607.0	4511.0	2548.0	3732.0	1359.0	681.0	1915.0	2470.0	1241.0	574.0	3331.0	2657.0	5242.0	349.0	4115.0	1471.0	1511.0	1261.0	1613.0	3622.0	566.0	931.0	2077.0	2600.0	1310.0	4186.0	2291.0	2159.0	1141.0	1710.0	2235.0	8855.0	638.0	1089870.0	1177626.199735
sub-0192	1451.0	3590.0	2667.0	3185.0	1717.0	4758.0	1693.0	2361.0	1653.0	684.0	2466.0	3166.0	923.0	3251.0	10425.0	16468.0	1629.0	2579.0	4312.0	2054.0	6071.0	5293.0	3227.0	6235.0	6492.0	7636.0	4326.0	3476.0	5443.0	5316.0	2370.0	782.0	800.0	6134.0	2307.0	2298.0	5831.0	6718.0	291.0	414.0	1763.0	2322.0	5377.0	2092.0	3200.0	1188.0	801.0	2245.0	2746.0	1773.0	730.0	2577.0	1727.0	4621.0	506.0	3423.0	1440.0	1714.0	1510.0	1623.0	3248.0	549.0	920.0	2304.0	2635.0	893.0	4517.0	2588.0	2188.0	1402.0	1668.0	1862.0	11534.0	796.0	1091124.0	1124688.764518
sub-0193	2035.0	3333.0	2951.0	3483.0	1457.0	4987.0	2378.0	2696.0	1612.0	621.0	2837.0	4004.0	830.0	2592.0	11513.0	17731.0	1334.0	2831.0	4467.0	1729.0	5026.0	5745.0	5623.0	6721.0	6424.0	7205.0	5651.0	3440.0	5654.0	6644.0	2358.0	1711.0	1070.0	6134.0	2393.0	1772.0	8154.0	7432.0	383.0	444.0	1667.0	2549.0	5189.0	3356.0	3572.0	1590.0	722.0	2273.0	2931.0	1857.0	658.0	3696.0	1857.0	3963.0	475.0	3963.0	1464.0	1590.0	1243.0	2114.0	3435.0	584.0	899.0	2853.0	2912.0	1222.0	4857.0	2813.0	1887.0	1670.0	1744.0	2194.0	10130.0	577.0	1200612.0	1497110.433836
sub-0194	2314.0	2678.0	3129.0	3126.0	2039.0	4501.0	2148.0	2326.0	1397.0	522.0	2727.0	2793.0	1070.0	1948.0	9859.0	14396.0	1506.0	2237.0	4894.0	1993.0	3697.0	4604.0	2935.0	5804.0	5884.0	5976.0	5665.0	3507.0	6081.0	6649.0	2458.0	1194.0	814.0	5134.0	1858.0	1746.0	7000.0	8238.0	396.0	406.0	1432.0	2907.0	4196.0	2584.0	3682.0	1313.0	805.0	2136.0	2298.0	1547.0	418.0	3421.0	2631.0	4923.0	286.0	4143.0	1627.0	1754.0	965.0	1310.0	2757.0	637.0	953.0	2149.0	2534.0	1697.0	3287.0	2783.0	1654.0	1128.0	1733.0	2649.0	10688.0	533.0	1023368.0	1084886.607425
sub-0195	2077.0	2674.0	2866.0	3205.0	2265.0	4467.0	1795.0	2330.0	1796.0	549.0	2650.0	3380.0	1560.0	3163.0	12347.0	17897.0	1693.0	2519.0	4802.0	2694.0	4698.0	6455.0	4459.0	6286.0	7495.0	7052.0	7383.0	3691.0	6359.0	7047.0	2258.0	1411.0	903.0	5584.0	1854.0	2925.0	9522.0	7470.0	325.0	490.0	1447.0	2576.0	5755.0	2321.0	3564.0	1714.0	775.0	2622.0	2394.0	1387.0	780.0	2931.0	2345.0	5156.0	809.0	5185.0	1416.0	1556.0	686.0	1955.0	3755.0	410.0	973.0	2854.0	2398.0	1120.0	4035.0	2768.0	2501.0	1486.0	1968.0	2294.0	10447.0	438.0	1241762.0	1538419.454402
