rh.aparc.volume	rh_bankssts_volume	rh_caudalanteriorcingulate_volume	rh_caudalmiddlefrontal_volume	rh_cuneus_volume	rh_entorhinal_volume	rh_fusiform_volume	rh_inferiorparietal_volume	rh_inferiortemporal_volume	rh_isthmuscingulate_volume	rh_lateraloccipital_volume	rh_lateralorbitofrontal_volume	rh_lingual_volume	rh_medialorbitofrontal_volume	rh_middletemporal_volume	rh_parahippocampal_volume	rh_paracentral_volume	rh_parsopercularis_volume	rh_parsorbitalis_volume	rh_parstriangularis_volume	rh_pericalcarine_volume	rh_postcentral_volume	rh_posteriorcingulate_volume	rh_precentral_volume	rh_precuneus_volume	rh_rostralanteriorcingulate_volume	rh_rostralmiddlefrontal_volume	rh_superiorfrontal_volume	rh_superiorparietal_volume	rh_superiortemporal_volume	rh_supramarginal_volume	rh_frontalpole_volume	rh_temporalpole_volume	rh_transversetemporal_volume	rh_insula_volume	BrainSegVolNotVent	eTIV
sub-0212	2651.0	1709.0	7824.0	3519.0	2290.0	9728.0	14402.0	11007.0	2249.0	14096.0	9350.0	7013.0	6663.0	11840.0	2258.0	4369.0	5079.0	3321.0	4155.0	2453.0	8667.0	3513.0	16433.0	9619.0	2449.0	18054.0	25040.0	11546.0	13322.0	9080.0	1382.0	2218.0	1186.0	6975.0	1272058.0	1690078.280264
sub-0213	2090.0	2720.0	6419.0	4945.0	2177.0	11770.0	14327.0	10617.0	3304.0	15753.0	9585.0	8512.0	8016.0	11998.0	2359.0	4182.0	4219.0	3568.0	3645.0	2973.0	8706.0	4175.0	15770.0	12353.0	2641.0	21212.0	30759.0	15934.0	12442.0	13047.0	1297.0	2399.0	1143.0	7992.0	1374934.0	1803991.743275
sub-0214	2437.0	2752.0	7243.0	3606.0	2332.0	11712.0	20540.0	10840.0	3188.0	14105.0	8497.0	8167.0	5955.0	13504.0	2628.0	4699.0	4336.0	3393.0	4299.0	2201.0	10837.0	3731.0	16992.0	12687.0	2526.0	21504.0	26325.0	15354.0	13727.0	9678.0	1254.0	2503.0	833.0	8451.0	1318561.0	1509055.969452
sub-0215	1638.0	2653.0	7276.0	3877.0	1721.0	9333.0	17600.0	9625.0	2906.0	16439.0	8440.0	7918.0	6506.0	12296.0	2602.0	3843.0	4148.0	2946.0	3852.0	2379.0	9281.0	3765.0	13192.0	11147.0	2437.0	20042.0	26385.0	13296.0	10979.0	10356.0	1374.0	1874.0	887.0	7830.0	1269350.0	1209103.356156
sub-0216	2144.0	2903.0	5952.0	3248.0	2101.0	9304.0	11846.0	10282.0	3143.0	12344.0	8651.0	7900.0	5718.0	10801.0	1734.0	3992.0	3637.0	3095.0	4942.0	2408.0	6847.0	3716.0	10625.0	10464.0	2811.0	15935.0	22378.0	11772.0	10956.0	10640.0	1240.0	2985.0	847.0	7282.0	1125366.0	1541804.522307
sub-0217	2131.0	1901.0	5934.0	3045.0	2570.0	11418.0	13415.0	13893.0	2886.0	15207.0	8619.0	6850.0	6628.0	12077.0	2026.0	3831.0	4784.0	3575.0	5104.0	2204.0	8871.0	3559.0	14365.0	12351.0	2765.0	19290.0	28656.0	14524.0	13783.0	12093.0	1421.0	3266.0	1159.0	8882.0	1227799.0	1606021.742306
sub-0218	2605.0	2277.0	6765.0	2973.0	2046.0	9582.0	14029.0	9555.0	2409.0	10166.0	8017.0	5963.0	5939.0	11412.0	2048.0	5315.0	4091.0	2872.0	4644.0	1969.0	9241.0	3775.0	15632.0	10680.0	2094.0	15395.0	24467.0	13237.0	12239.0	9798.0	1368.0	2255.0	1109.0	6882.0	1104093.0	1196955.80607
sub-0219	2207.0	2969.0	7119.0	4058.0	1954.0	9438.0	13134.0	10004.0	2479.0	11828.0	6676.0	8012.0	6693.0	11966.0	2444.0	4151.0	3769.0	2442.0	3992.0	2520.0	10383.0	3674.0	13579.0	10285.0	2664.0	16039.0	20765.0	13146.0	11950.0	11931.0	1033.0	2494.0	986.0	7727.0	1141454.0	1215124.082662
sub-0220	1916.0	2247.0	5758.0	3266.0	2512.0	8249.0	14774.0	9988.0	2663.0	10955.0	8855.0	6190.0	6314.0	11012.0	2103.0	3988.0	4548.0	2971.0	5204.0	2032.0	10752.0	3135.0	12868.0	10759.0	2094.0	13993.0	23308.0	13608.0	10727.0	9437.0	1196.0	2483.0	779.0	7099.0	1136076.0	1496029.90032
sub-0221	2348.0	2029.0	5413.0	3435.0	3510.0	10177.0	15721.0	9322.0	3038.0	11875.0	7051.0	8012.0	6186.0	11077.0	2660.0	4502.0	3891.0	2768.0	4593.0	2563.0	9842.0	3653.0	13968.0	10696.0	1250.0	17103.0	23822.0	12948.0	10914.0	9144.0	1192.0	2259.0	809.0	6999.0	1205752.0	1309253.785275
sub-0222	2068.0	2085.0	4722.0	3171.0	2290.0	8701.0	10939.0	7885.0	2397.0	9336.0	6089.0	7283.0	4957.0	11415.0	2363.0	3890.0	3588.0	2224.0	3594.0	2174.0	8731.0	3360.0	11314.0	8799.0	1957.0	13922.0	19401.0	10548.0	9954.0	8198.0	1125.0	2386.0	762.0	6653.0	1024683.0	1187630.051026
sub-0223	1873.0	2089.0	6040.0	3130.0	2351.0	8932.0	12772.0	10152.0	2033.0	10134.0	7903.0	6190.0	5698.0	11355.0	1983.0	4013.0	3959.0	2766.0	3625.0	2003.0	9610.0	3263.0	12789.0	10508.0	1837.0	17106.0	21465.0	10641.0	11402.0	10062.0	943.0	1742.0	1042.0	7150.0	1080928.0	1210313.695283
sub-0224	2255.0	1651.0	6779.0	3088.0	2608.0	8929.0	14387.0	12370.0	2590.0	12346.0	7855.0	7640.0	5440.0	11986.0	2113.0	3193.0	3795.0	2562.0	3535.0	2205.0	8029.0	3501.0	13541.0	10672.0	2082.0	16607.0	23538.0	12839.0	8963.0	9894.0	1118.0	2398.0	837.0	6811.0	1140289.0	1302062.100708
sub-0225	2073.0	2163.0	6064.0	2631.0	2069.0	11242.0	15019.0	10640.0	2359.0	12175.0	8407.0	5857.0	6257.0	11251.0	2209.0	3069.0	4387.0	2578.0	4735.0	1802.0	7426.0	3097.0	11572.0	10131.0	2329.0	16083.0	20249.0	13215.0	11736.0	10842.0	1517.0	2404.0	1048.0	6926.0	1080245.0	1395821.901545
sub-0226	2530.0	1971.0	6729.0	2610.0	1974.0	8872.0	16309.0	10551.0	2507.0	11032.0	7265.0	5626.0	8502.0	13290.0	1989.0	3700.0	3948.0	3635.0	3298.0	1907.0	8483.0	4132.0	12623.0	10898.0	2126.0	20072.0	25583.0	11553.0	11644.0	9184.0	2211.0	3228.0	990.0	8621.0	1257771.0	1583713.483139
