lh.aparc.a2009s.area	lh_G&S_frontomargin_area	lh_G&S_occipital_inf_area	lh_G&S_paracentral_area	lh_G&S_subcentral_area	lh_G&S_transv_frontopol_area	lh_G&S_cingul-Ant_area	lh_G&S_cingul-Mid-Ant_area	lh_G&S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg&S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet&P_trans_area	lh_S_oc_middle&Lunatus_area	lh_S_oc_sup&transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med&Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0068	785.0	1137.0	1219.0	972.0	516.0	1595.0	849.0	884.0	466.0	199.0	1491.0	911.0	294.0	689.0	2794.0	5194.0	458.0	534.0	1249.0	993.0	1230.0	2015.0	682.0	1752.0	1917.0	1932.0	1754.0	1543.0	1517.0	1894.0	735.0	280.0	359.0	1286.0	456.0	613.0	1507.0	1687.0	152.0	204.0	689.0	1521.0	1194.0	1598.0	2172.0	891.0	429.0	966.0	1208.0	559.0	358.0	1400.0	926.0	1951.0	441.0	2048.0	705.0	1267.0	524.0	541.0	1622.0	336.0	417.0	1014.0	1271.0	652.0	2380.0	918.0	898.0	491.0	750.0	1306.0	3940.0	297.0	84421.0	1139525.0	1199092.022668
sub-0069	863.0	1197.0	1097.0	1247.0	537.0	1908.0	952.0	1083.0	476.0	140.0	1220.0	1152.0	266.0	803.0	3356.0	5767.0	456.0	510.0	1508.0	902.0	1425.0	1694.0	1015.0	1648.0	2180.0	2530.0	2874.0	1526.0	1484.0	2267.0	745.0	673.0	397.0	1529.0	544.0	787.0	1943.0	1897.0	243.0	246.0	736.0	1308.0	1318.0	1313.0	2012.0	904.0	342.0	1024.0	1222.0	897.0	261.0	1950.0	943.0	1933.0	463.0	2416.0	662.0	742.0	488.0	718.0	1280.0	307.0	459.0	925.0	1699.0	902.0	2084.0	1353.0	744.0	502.0	873.0	1368.0	4702.0	314.0	92253.4	1245457.0	1367929.754538
sub-0070	960.0	1462.0	1308.0	1148.0	701.0	1637.0	769.0	991.0	381.0	168.0	1336.0	872.0	372.0	923.0	3525.0	4927.0	436.0	503.0	1605.0	1048.0	1423.0	2388.0	1142.0	1719.0	2095.0	2526.0	2343.0	1770.0	1673.0	2130.0	721.0	449.0	291.0	1291.0	571.0	699.0	2266.0	2067.0	227.0	298.0	744.0	1477.0	1191.0	2050.0	2165.0	904.0	466.0	798.0	1377.0	900.0	513.0	1579.0	1292.0	2209.0	265.0	2463.0	949.0	914.0	516.0	714.0	1442.0	315.0	477.0	984.0	1193.0	918.0	2618.0	971.0	785.0	416.0	828.0	1466.0	4760.0	259.0	94081.2	1254884.0	1515870.740779
sub-0071	687.0	996.0	903.0	1058.0	358.0	1272.0	803.0	912.0	347.0	225.0	1242.0	1000.0	199.0	577.0	2240.0	4066.0	387.0	325.0	1227.0	854.0	1186.0	1843.0	806.0	1435.0	1777.0	2023.0	1864.0	1462.0	1523.0	1891.0	713.0	103.0	325.0	1231.0	408.0	595.0	1676.0	1662.0	171.0	191.0	795.0	1218.0	945.0	1662.0	1924.0	788.0	326.0	775.0	1035.0	615.0	320.0	1280.0	668.0	1455.0	213.0	1954.0	673.0	887.0	460.0	725.0	1237.0	267.0	427.0	731.0	1427.0	716.0	1880.0	1030.0	759.0	382.0	812.0	1033.0	3888.0	248.0	76119.6	995751.0	996939.894887
sub-0072	768.0	948.0	1006.0	864.0	484.0	1366.0	652.0	838.0	376.0	190.0	1437.0	725.0	386.0	674.0	2914.0	4606.0	370.0	490.0	1683.0	937.0	953.0	2108.0	679.0	1713.0	1600.0	1670.0	1935.0	1532.0	1583.0	1666.0	588.0	404.0	266.0	1209.0	498.0	491.0	1722.0	1733.0	139.0	228.0	643.0	1318.0	1023.0	1626.0	2162.0	634.0	422.0	897.0	1062.0	612.0	369.0	1209.0	800.0	1756.0	236.0	1749.0	754.0	933.0	460.0	690.0	1264.0	199.0	460.0	953.0	1123.0	758.0	1695.0	1124.0	859.0	564.0	768.0	1186.0	3889.0	222.0	78846.7	1064176.0	1209159.270659
sub-0073	754.0	927.0	1018.0	1222.0	432.0	1559.0	1078.0	813.0	396.0	164.0	1132.0	1015.0	277.0	582.0	2453.0	4625.0	464.0	530.0	1325.0	930.0	1361.0	1464.0	724.0	1558.0	1861.0	1574.0	2025.0	1561.0	1234.0	1833.0	592.0	192.0	316.0	1274.0	555.0	719.0	1934.0	1498.0	225.0	187.0	704.0	1293.0	952.0	1466.0	1943.0	802.0	383.0	1089.0	1094.0	528.0	329.0	1087.0	1069.0	1969.0	174.0	2440.0	573.0	963.0	589.0	711.0	1527.0	228.0	447.0	948.0	1123.0	629.0	1982.0	1061.0	752.0	474.0	681.0	1069.0	3931.0	222.0	79616.9	1066774.0	1181125.577119
sub-0074	714.0	1671.0	1159.0	1373.0	608.0	2064.0	960.0	998.0	536.0	297.0	1752.0	1409.0	298.0	936.0	3790.0	5695.0	462.0	521.0	2213.0	1222.0	1544.0	2661.0	961.0	1922.0	2139.0	2786.0	2419.0	1776.0	2037.0	2715.0	879.0	748.0	432.0	1788.0	642.0	998.0	2031.0	2261.0	268.0	233.0	1052.0	1799.0	1152.0	2713.0	2115.0	771.0	460.0	975.0	1385.0	718.0	477.0	1976.0	1394.0	2706.0	191.0	2122.0	1073.0	1005.0	562.0	739.0	1453.0	417.0	534.0	1221.0	1770.0	1005.0	2623.0	1483.0	1355.0	534.0	1018.0	1409.0	4740.0	429.0	105293.0	1419259.0	1927938.576503
sub-0075	844.0	963.0	1102.0	927.0	456.0	1460.0	986.0	924.0	337.0	208.0	1352.0	854.0	267.0	816.0	2799.0	4611.0	444.0	531.0	1489.0	1012.0	976.0	1535.0	893.0	1552.0	2023.0	1683.0	1947.0	1678.0	1743.0	1613.0	568.0	488.0	257.0	1158.0	425.0	460.0	1614.0	1671.0	231.0	267.0	633.0	1290.0	999.0	1481.0	2303.0	771.0	270.0	969.0	1135.0	826.0	299.0	1697.0	873.0	1827.0	188.0	2314.0	707.0	1266.0	517.0	704.0	1139.0	283.0	403.0	959.0	1612.0	740.0	2131.0	1044.0	993.0	545.0	630.0	919.0	3966.0	232.0	81828.8	1114210.0	1218916.034824
sub-0076	686.0	1251.0	915.0	891.0	506.0	1123.0	753.0	798.0	436.0	175.0	1046.0	890.0	293.0	715.0	2415.0	4416.0	401.0	415.0	1388.0	912.0	1292.0	1477.0	730.0	1401.0	1867.0	1838.0	1826.0	1348.0	1376.0	1708.0	682.0	68.0	248.0	1202.0	353.0	656.0	1503.0	1494.0	216.0	193.0	683.0	1189.0	1157.0	1339.0	1902.0	718.0	301.0	899.0	1023.0	623.0	381.0	1352.0	875.0	1857.0	178.0	2108.0	695.0	886.0	490.0	494.0	1181.0	186.0	382.0	846.0	1405.0	623.0	1776.0	1007.0	895.0	509.0	534.0	1295.0	3591.0	240.0	75523.7	1002432.0	1163608.460349
sub-0077	517.0	793.0	941.0	955.0	428.0	1270.0	726.0	880.0	425.0	247.0	1201.0	850.0	280.0	456.0	2258.0	4217.0	384.0	383.0	947.0	883.0	871.0	1859.0	802.0	1318.0	1425.0	1666.0	1362.0	1333.0	1635.0	1290.0	619.0	84.0	360.0	1332.0	430.0	676.0	1108.0	1295.0	194.0	182.0	716.0	1011.0	882.0	1772.0	1842.0	570.0	313.0	800.0	1139.0	518.0	244.0	1177.0	754.0	1629.0	150.0	1354.0	729.0	783.0	302.0	388.0	1077.0	213.0	391.0	711.0	1346.0	597.0	1927.0	1008.0	627.0	470.0	467.0	725.0	3093.0	289.0	68893.6	936290.0	1043849.929213
sub-0078	1039.0	1449.0	988.0	1262.0	550.0	1700.0	1044.0	1069.0	542.0	177.0	1448.0	1031.0	276.0	1145.0	3734.0	5131.0	464.0	599.0	1646.0	911.0	1337.0	2200.0	785.0	1782.0	1998.0	2762.0	2225.0	1746.0	1643.0	2146.0	620.0	805.0	287.0	1708.0	611.0	874.0	2181.0	2180.0	260.0	410.0	817.0	1554.0	1162.0	1444.0	2171.0	775.0	439.0	997.0	1378.0	775.0	350.0	1776.0	1315.0	2147.0	263.0	2224.0	751.0	900.0	660.0	768.0	1565.0	277.0	441.0	1122.0	1906.0	1150.0	2128.0	919.0	858.0	681.0	1194.0	1359.0	4550.0	273.0	95852.4	1280371.0	1371254.112672
sub-0079	1037.0	1261.0	1299.0	1266.0	646.0	1715.0	961.0	1085.0	378.0	150.0	1270.0	857.0	321.0	749.0	3722.0	5422.0	512.0	634.0	1524.0	981.0	1360.0	2048.0	1081.0	1749.0	2102.0	1933.0	2232.0	1330.0	1926.0	1686.0	807.0	156.0	447.0	1417.0	602.0	579.0	1763.0	1775.0	240.0	231.0	768.0	1384.0	1365.0	1441.0	2033.0	831.0	396.0	1055.0	1218.0	574.0	350.0	1746.0	1392.0	2438.0	348.0	2237.0	743.0	949.0	542.0	885.0	1732.0	271.0	550.0	1049.0	1357.0	733.0	1770.0	1155.0	1061.0	476.0	595.0	1163.0	4388.0	337.0	90591.5	1172908.0	1637643.055556
sub-0080	725.0	1203.0	1017.0	780.0	390.0	1227.0	647.0	834.0	442.0	179.0	1548.0	861.0	367.0	1033.0	2285.0	4601.0	423.0	425.0	1449.0	1028.0	1021.0	2265.0	1003.0	1505.0	1346.0	1750.0	1940.0	1187.0	1338.0	2058.0	650.0	137.0	365.0	1254.0	485.0	531.0	1737.0	1410.0	251.0	293.0	665.0	1468.0	1224.0	1918.0	1727.0	785.0	311.0	943.0	1147.0	740.0	427.0	1533.0	658.0	1592.0	264.0	2203.0	794.0	662.0	450.0	500.0	1344.0	295.0	419.0	868.0	1452.0	719.0	1643.0	1027.0	805.0	537.0	668.0	1145.0	3207.0	228.0	78356.0	1069233.0	1021638.247173
sub-0081	1070.0	1026.0	958.0	1237.0	651.0	2009.0	1101.0	1055.0	496.0	246.0	1522.0	978.0	263.0	826.0	4312.0	6271.0	475.0	438.0	1957.0	1075.0	1354.0	2174.0	743.0	1972.0	2272.0	2567.0	2690.0	1652.0	1954.0	2190.0	711.0	284.0	368.0	1552.0	572.0	744.0	2104.0	1738.0	163.0	391.0	795.0	1503.0	1301.0	1405.0	2304.0	847.0	337.0	932.0	1168.0	694.0	399.0	1810.0	1435.0	2404.0	143.0	2161.0	941.0	1160.0	712.0	818.0	1498.0	301.0	530.0	1152.0	1388.0	1118.0	2445.0	1555.0	1141.0	581.0	1106.0	1447.0	4825.0	373.0	98885.9	1291807.0	1710182.396507
sub-0082	969.0	900.0	1155.0	888.0	663.0	1619.0	971.0	930.0	394.0	164.0	1274.0	1027.0	335.0	697.0	3068.0	5236.0	390.0	441.0	1250.0	1017.0	1221.0	1819.0	712.0	1684.0	1454.0	1949.0	2071.0	1408.0	1611.0	1909.0	787.0	89.0	351.0	1316.0	556.0	663.0	1754.0	1700.0	218.0	269.0	719.0	1384.0	1166.0	1415.0	2146.0	883.0	310.0	854.0	1095.0	538.0	316.0	1654.0	901.0	1883.0	288.0	2142.0	850.0	832.0	488.0	502.0	1410.0	309.0	450.0	896.0	1300.0	749.0	1772.0	1235.0	858.0	356.0	654.0	1091.0	3757.0	233.0	82369.4	1106903.0	1148265.338819
sub-0083	832.0	1136.0	1237.0	1143.0	698.0	1484.0	870.0	795.0	476.0	222.0	1355.0	1129.0	343.0	661.0	3786.0	5275.0	432.0	485.0	1167.0	916.0	1350.0	2266.0	1089.0	1748.0	1861.0	2188.0	2870.0	1677.0	1527.0	2448.0	688.0	674.0	277.0	1274.0	562.0	701.0	1553.0	1734.0	203.0	111.0	722.0	1435.0	1327.0	1848.0	2070.0	890.0	372.0	858.0	1190.0	736.0	432.0	1249.0	1126.0	2075.0	247.0	2705.0	627.0	825.0	338.0	525.0	1415.0	269.0	602.0	1037.0	1272.0	809.0	2185.0	1003.0	814.0	496.0	940.0	802.0	3738.0	304.0	88528.0	1140331.0	1661525.000806
sub-0084	681.0	883.0	1051.0	1108.0	535.0	1393.0	757.0	884.0	363.0	195.0	1484.0	918.0	286.0	814.0	3625.0	5075.0	424.0	439.0	1143.0	1013.0	1275.0	2176.0	976.0	1701.0	1426.0	2155.0	2152.0	1330.0	1723.0	1996.0	717.0	135.0	389.0	1352.0	366.0	775.0	1696.0	1792.0	177.0	189.0	823.0	1266.0	1202.0	1633.0	2034.0	775.0	345.0	920.0	1145.0	782.0	369.0	1992.0	1128.0	2454.0	235.0	2073.0	501.0	970.0	447.0	594.0	1372.0	406.0	501.0	954.0	1218.0	598.0	1745.0	1209.0	953.0	419.0	858.0	1045.0	3671.0	269.0	84476.6	1093990.0	1164053.056737
sub-0085	644.0	1304.0	991.0	831.0	428.0	1174.0	679.0	751.0	313.0	176.0	1474.0	796.0	266.0	686.0	2287.0	3996.0	439.0	386.0	1658.0	1163.0	1060.0	2045.0	717.0	1393.0	1507.0	1666.0	2083.0	1268.0	1786.0	1654.0	545.0	468.0	326.0	1112.0	388.0	602.0	1378.0	1402.0	202.0	214.0	731.0	1455.0	882.0	1472.0	1892.0	595.0	264.0	892.0	1002.0	514.0	388.0	1284.0	814.0	1908.0	124.0	1752.0	898.0	1186.0	524.0	558.0	1393.0	269.0	345.0	779.0	1568.0	571.0	1721.0	1035.0	1331.0	357.0	694.0	921.0	3544.0	247.0	76168.1	985381.0	1083882.108839
sub-0086	1013.0	1369.0	1071.0	1450.0	712.0	1816.0	1065.0	1115.0	466.0	200.0	1812.0	1061.0	385.0	853.0	4111.0	6132.0	585.0	517.0	1970.0	1193.0	1575.0	2374.0	868.0	2159.0	2124.0	2890.0	2677.0	1768.0	2005.0	2260.0	886.0	650.0	513.0	1852.0	561.0	1040.0	2482.0	2348.0	150.0	192.0	1046.0	1704.0	1258.0	1554.0	2297.0	942.0	426.0	1245.0	1335.0	661.0	413.0	1695.0	1296.0	2511.0	340.0	2959.0	893.0	928.0	677.0	1082.0	1722.0	399.0	582.0	1257.0	1704.0	1067.0	2884.0	1402.0	1278.0	585.0	987.0	1523.0	4881.0	334.0	106134.0	1427692.0	1704665.753909
sub-0087	787.0	980.0	1008.0	866.0	541.0	1748.0	1034.0	1022.0	474.0	159.0	1230.0	899.0	322.0	860.0	2747.0	4707.0	445.0	474.0	1489.0	945.0	1103.0	1743.0	823.0	1782.0	1718.0	1831.0	1895.0	1302.0	1508.0	1556.0	739.0	557.0	329.0	1315.0	557.0	688.0	1580.0	1624.0	230.0	216.0	754.0	1233.0	1016.0	1440.0	1660.0	796.0	418.0	968.0	1210.0	497.0	263.0	1413.0	935.0	1984.0	238.0	1974.0	628.0	967.0	390.0	621.0	1494.0	351.0	444.0	987.0	1590.0	913.0	1816.0	787.0	769.0	461.0	661.0	1145.0	4241.0	261.0	81157.2	1138450.0	1481056.243554
sub-0088	988.0	1126.0	1040.0	1154.0	513.0	1672.0	829.0	838.0	625.0	258.0	1728.0	1094.0	374.0	846.0	3252.0	4593.0	456.0	493.0	1482.0	1186.0	1299.0	2044.0	894.0	1723.0	1742.0	2600.0	2140.0	1375.0	1456.0	2154.0	631.0	363.0	229.0	1346.0	505.0	897.0	2181.0	1762.0	162.0	258.0	863.0	1664.0	1223.0	1666.0	1882.0	889.0	315.0	924.0	1148.0	727.0	336.0	1913.0	1277.0	1952.0	129.0	2168.0	1001.0	1077.0	336.0	700.0	1563.0	227.0	478.0	815.0	1146.0	842.0	2109.0	1024.0	827.0	472.0	1209.0	970.0	3888.0	188.0	88252.2	1127888.0	1625399.111629
sub-0089	918.0	1392.0	1018.0	972.0	495.0	1558.0	689.0	859.0	362.0	191.0	1555.0	835.0	271.0	744.0	3307.0	5034.0	444.0	397.0	1638.0	1092.0	1467.0	2554.0	785.0	1584.0	1842.0	1924.0	2060.0	1441.0	1505.0	1758.0	605.0	348.0	358.0	1445.0	531.0	633.0	1505.0	1779.0	272.0	232.0	727.0	1432.0	1023.0	1581.0	1904.0	738.0	319.0	911.0	1114.0	616.0	417.0	1507.0	1055.0	2138.0	336.0	1864.0	758.0	984.0	631.0	551.0	1591.0	252.0	456.0	911.0	1414.0	593.0	2006.0	1148.0	795.0	528.0	600.0	948.0	3872.0	264.0	84385.0	1117611.0	1172460.842737
sub-0090	866.0	969.0	989.0	1041.0	523.0	1328.0	844.0	742.0	442.0	190.0	1447.0	911.0	365.0	822.0	3190.0	4638.0	372.0	378.0	1531.0	1082.0	1252.0	1675.0	806.0	1751.0	1794.0	2390.0	2423.0	1499.0	1673.0	1936.0	661.0	152.0	415.0	1306.0	321.0	908.0	1528.0	1776.0	184.0	259.0	867.0	1298.0	997.0	1654.0	2216.0	640.0	346.0	1030.0	1274.0	557.0	252.0	1394.0	1211.0	1972.0	441.0	2334.0	734.0	870.0	452.0	633.0	1573.0	287.0	441.0	932.0	1413.0	745.0	1955.0	1090.0	627.0	508.0	822.0	1060.0	3757.0	349.0	84108.7	1069848.0	1417359.174652
sub-0091	751.0	1218.0	992.0	743.0	485.0	1301.0	771.0	856.0	408.0	187.0	1467.0	935.0	245.0	580.0	2468.0	4597.0	421.0	395.0	1652.0	1040.0	1034.0	1614.0	882.0	1478.0	1542.0	1312.0	1880.0	1190.0	1354.0	1800.0	657.0	295.0	259.0	1137.0	373.0	461.0	2042.0	1667.0	132.0	138.0	560.0	1427.0	1180.0	1811.0	1766.0	761.0	304.0	899.0	1082.0	732.0	307.0	1216.0	847.0	1675.0	110.0	1810.0	941.0	832.0	609.0	631.0	1165.0	384.0	388.0	976.0	1219.0	662.0	1736.0	1209.0	619.0	297.0	613.0	1247.0	3849.0	285.0	76908.6	1023227.0	1187784.738248
sub-0092	879.0	1046.0	903.0	797.0	526.0	1528.0	804.0	923.0	535.0	209.0	1154.0	801.0	205.0	813.0	2802.0	4998.0	440.0	507.0	1665.0	694.0	1243.0	1678.0	915.0	1471.0	1568.0	1744.0	1855.0	1332.0	1541.0	1793.0	674.0	202.0	324.0	1187.0	534.0	794.0	1330.0	1600.0	217.0	281.0	736.0	1230.0	1003.0	1834.0	2067.0	612.0	307.0	755.0	1026.0	708.0	295.0	1587.0	992.0	2151.0	142.0	1909.0	731.0	895.0	691.0	524.0	1255.0	300.0	440.0	870.0	1355.0	761.0	2192.0	1080.0	867.0	371.0	745.0	1097.0	3750.0	311.0	80096.1	1049850.0	1067975.377756
sub-0093	880.0	1395.0	1096.0	1017.0	532.0	1298.0	962.0	958.0	476.0	259.0	1231.0	972.0	348.0	936.0	3618.0	5840.0	478.0	549.0	1956.0	936.0	1593.0	2062.0	1331.0	1724.0	1857.0	2112.0	2486.0	1654.0	1683.0	2056.0	760.0	398.0	475.0	1385.0	572.0	924.0	2029.0	1927.0	240.0	326.0	895.0	1393.0	1141.0	1491.0	2266.0	755.0	486.0	1028.0	1419.0	770.0	334.0	1723.0	1011.0	2481.0	218.0	2030.0	899.0	1042.0	672.0	972.0	1559.0	424.0	526.0	1077.0	1239.0	989.0	2534.0	1150.0	899.0	562.0	892.0	1063.0	4669.0	302.0	94243.8	1289088.0	1474786.699803
sub-0094	758.0	850.0	919.0	886.0	406.0	1191.0	559.0	720.0	374.0	146.0	1090.0	854.0	311.0	548.0	2525.0	3664.0	369.0	355.0	1104.0	750.0	804.0	1799.0	681.0	1315.0	1642.0	1547.0	1586.0	1282.0	1260.0	1535.0	596.0	600.0	240.0	966.0	401.0	523.0	988.0	1365.0	174.0	204.0	702.0	1203.0	900.0	1277.0	1812.0	678.0	276.0	679.0	898.0	317.0	303.0	1207.0	662.0	1617.0	99.0	2141.0	567.0	800.0	352.0	323.0	1204.0	208.0	461.0	949.0	1164.0	681.0	1552.0	922.0	889.0	286.0	578.0	743.0	3243.0	258.0	67838.3	907740.0	936210.537003
sub-0095	814.0	1149.0	942.0	1312.0	529.0	1562.0	832.0	806.0	385.0	206.0	1233.0	1243.0	336.0	557.0	3238.0	5152.0	348.0	444.0	1475.0	1019.0	1237.0	2253.0	710.0	1591.0	1722.0	2176.0	2277.0	1411.0	1648.0	1599.0	602.0	269.0	280.0	1232.0	419.0	481.0	1955.0	1793.0	188.0	169.0	722.0	1353.0	1301.0	1687.0	1855.0	679.0	268.0	877.0	1184.0	522.0	381.0	1669.0	1008.0	2359.0	96.0	2559.0	795.0	936.0	508.0	661.0	1576.0	277.0	461.0	1046.0	1310.0	610.0	2345.0	1331.0	994.0	599.0	650.0	1195.0	3445.0	256.0	85113.0	1124391.0	1346371.926449
sub-0096	932.0	1068.0	1256.0	989.0	599.0	1603.0	833.0	909.0	387.0	194.0	1353.0	995.0	305.0	832.0	3093.0	4868.0	500.0	452.0	1510.0	880.0	1342.0	1636.0	929.0	1703.0	1903.0	1927.0	2134.0	1417.0	1604.0	2041.0	752.0	120.0	319.0	1403.0	532.0	721.0	1650.0	1972.0	259.0	219.0	744.0	1333.0	1182.0	1275.0	2119.0	783.0	308.0	861.0	1172.0	733.0	312.0	1299.0	1107.0	1946.0	313.0	2679.0	779.0	848.0	756.0	581.0	1297.0	225.0	519.0	952.0	1314.0	1045.0	1934.0	1012.0	854.0	372.0	734.0	1165.0	4312.0	251.0	85254.8	1222803.0	1317955.655575
sub-0097	615.0	1061.0	884.0	833.0	377.0	1092.0	678.0	734.0	418.0	153.0	1158.0	861.0	327.0	917.0	2199.0	4303.0	474.0	413.0	1139.0	825.0	1073.0	1834.0	831.0	1442.0	1625.0	1756.0	1862.0	1157.0	1410.0	1615.0	542.0	44.0	276.0	1286.0	470.0	664.0	1283.0	1495.0	155.0	215.0	684.0	1217.0	1088.0	1504.0	1828.0	597.0	315.0	848.0	1001.0	622.0	353.0	1204.0	684.0	1792.0	319.0	1906.0	815.0	853.0	322.0	455.0	1247.0	197.0	300.0	682.0	1133.0	560.0	1634.0	857.0	875.0	399.0	615.0	1004.0	3285.0	153.0	71841.3	1005045.0	1006585.32031
sub-0098	919.0	1276.0	1186.0	1009.0	512.0	1676.0	763.0	894.0	393.0	180.0	1403.0	870.0	183.0	794.0	3198.0	4459.0	466.0	406.0	1590.0	1080.0	1267.0	2133.0	1032.0	1485.0	2165.0	2156.0	2105.0	1669.0	1514.0	1757.0	586.0	383.0	228.0	1306.0	491.0	558.0	1753.0	1654.0	212.0	207.0	716.0	1309.0	1094.0	1539.0	2162.0	897.0	312.0	792.0	902.0	886.0	419.0	1436.0	938.0	1810.0	91.0	2123.0	649.0	1167.0	364.0	652.0	1277.0	289.0	403.0	918.0	1567.0	640.0	2696.0	1177.0	670.0	413.0	830.0	1087.0	4393.0	308.0	84842.3	1107007.0	1176840.903136
sub-0099	906.0	1155.0	1094.0	1053.0	637.0	1621.0	981.0	1028.0	499.0	222.0	1324.0	1019.0	251.0	761.0	3540.0	5423.0	476.0	477.0	1534.0	876.0	1108.0	2379.0	1016.0	1762.0	1894.0	2033.0	2286.0	1457.0	1614.0	1926.0	713.0	216.0	307.0	1237.0	540.0	662.0	1674.0	2131.0	220.0	339.0	841.0	1366.0	1041.0	1766.0	1873.0	736.0	371.0	901.0	1185.0	635.0	399.0	1899.0	1099.0	2424.0	120.0	2405.0	812.0	990.0	750.0	648.0	1664.0	258.0	535.0	1093.0	1615.0	996.0	2314.0	1155.0	1126.0	594.0	774.0	1174.0	4319.0	337.0	90606.2	1203087.0	1242379.625489
sub-0100	702.0	1479.0	1037.0	1292.0	595.0	1504.0	769.0	1016.0	458.0	217.0	1140.0	1081.0	312.0	422.0	3349.0	4358.0	423.0	424.0	1317.0	973.0	1189.0	2129.0	995.0	1539.0	1835.0	1980.0	1881.0	1555.0	1701.0	1657.0	707.0	451.0	273.0	1539.0	497.0	680.0	1923.0	2020.0	193.0	122.0	708.0	1287.0	1095.0	1463.0	2196.0	842.0	297.0	763.0	1152.0	716.0	400.0	1744.0	768.0	1641.0	339.0	2015.0	642.0	679.0	537.0	493.0	1351.0	211.0	446.0	892.0	1028.0	716.0	2320.0	1440.0	696.0	338.0	722.0	1171.0	3973.0	352.0	83170.2	1045851.0	1216651.688087
sub-0101	798.0	1089.0	1005.0	828.0	447.0	1555.0	975.0	771.0	346.0	159.0	1176.0	680.0	274.0	541.0	2869.0	4758.0	388.0	300.0	1476.0	866.0	1319.0	1748.0	1089.0	1408.0	1637.0	1679.0	2366.0	1308.0	1543.0	1824.0	539.0	531.0	336.0	1178.0	309.0	548.0	1534.0	1313.0	197.0	203.0	689.0	1253.0	1067.0	1282.0	2114.0	769.0	264.0	837.0	979.0	834.0	362.0	1151.0	851.0	2366.0	154.0	2288.0	791.0	729.0	540.0	592.0	1177.0	208.0	375.0	817.0	1194.0	497.0	1834.0	922.0	776.0	505.0	743.0	880.0	3808.0	249.0	77808.1	1058038.0	1196463.47549
sub-0102	768.0	1105.0	946.0	852.0	489.0	1232.0	767.0	806.0	318.0	172.0	1085.0	811.0	345.0	661.0	2887.0	5012.0	346.0	369.0	1127.0	879.0	1018.0	1765.0	830.0	1446.0	1716.0	1435.0	1861.0	1404.0	1455.0	1683.0	602.0	447.0	234.0	1175.0	351.0	563.0	1355.0	1837.0	187.0	157.0	658.0	1080.0	976.0	1279.0	2078.0	716.0	356.0	877.0	986.0	570.0	354.0	1064.0	1048.0	1960.0	352.0	1906.0	425.0	803.0	537.0	546.0	1354.0	314.0	394.0	854.0	1178.0	507.0	1522.0	920.0	610.0	325.0	510.0	1049.0	3734.0	150.0	74485.9	1009785.0	1113051.711489
sub-0103	834.0	883.0	1057.0	1339.0	648.0	1596.0	1068.0	789.0	312.0	189.0	1491.0	929.0	287.0	549.0	3292.0	4952.0	384.0	463.0	1338.0	942.0	1045.0	1882.0	705.0	1627.0	2007.0	2764.0	2495.0	1691.0	1954.0	2186.0	636.0	555.0	482.0	1772.0	543.0	786.0	1785.0	1771.0	216.0	211.0	907.0	1474.0	1271.0	1532.0	2167.0	831.0	359.0	1085.0	1286.0	602.0	361.0	1367.0	1052.0	1838.0	262.0	2808.0	892.0	957.0	395.0	474.0	1324.0	264.0	481.0	957.0	1570.0	636.0	2180.0	916.0	1042.0	599.0	1046.0	1026.0	4581.0	345.0	89340.7	1189710.0	1457519.582271
